latitude	longitude	store_name	code	location	imei
13.56667	-15.6	Farafenni	GM	Africa/Banjul	863033069630348040
59.80917	30.38167	Shushary	RU	Europe/Moscow	359043379931766288
48.8222	2.12213	Le Chesnay	FR	Europe/Paris	359043379931766569
12.18441	18.69303	Mongo	TD	Africa/Ndjamena	359043379931766742
47.05	15.46667	Sankt Peter	AT	Europe/Vienna	359043379931766296
48.46458	9.22796	Pfullingen	DE	Europe/Berlin	8630330696303482170
50.76306	-1.29772	Cowes	GB	Europe/London	3590433799317661024
55.64776	38.02486	Malakhovka	RU	Europe/Moscow	8630330696303482311
29.98869	122.20488	Zhoushan	CN	Asia/Shanghai	8630330696303481321
50.79205	-1.08593	Southsea	GB	Europe/London	8630330696303481933
30.76468	74.12286	Kanganpur	PK	Asia/Karachi	863033069630348651
-2.13404	-79.59415	Milagro	EC	America/Guayaquil	863033069630348727
-28.81833	-52.51028	Soledade	BR	America/Sao_Paulo	863033069630348925
53.94313	10.30215	Bad Segeberg	DE	Europe/Berlin	3590433799317661081
43.91452	-69.96533	Brunswick	US	America/New_York	863033069630348834
50.11861	-5.53715	Penzance	GB	Europe/London	8630330696303481479
46.23899	-63.13414	Charlottetown	CA	America/Halifax	3590433799317661321
-20.88231	55.4504	Saint-Denis	RE	Indian/Reunion	863033069630348206
54.39304	53.26023	Bavly	RU	Europe/Moscow	863033069630348800
-6.8	39.25	Magomeni	TZ	Africa/Dar_es_Salaam	8630330696303482097
41.16704	-73.20483	Bridgeport	US	America/New_York	3590433799317661222
49.07866	30.96755	Zvenihorodka	UA	Europe/Kyiv	8630330696303481115
23.02677	113.13148	Foshan	CN	Asia/Shanghai	359043379931766734
48.46458	9.22796	Pfullingen	DE	Europe/Berlin	8630330696303481925
39.43534	-84.20299	Lebanon	US	America/New_York	8630330696303482337
48.06919	11.37703	Gauting	DE	Europe/Berlin	8630330696303481305
41.57439	24.71204	Smolyan	BG	Europe/Sofia	359043379931766361
34.8825	128.62667	Sinhyeon	KR	Asia/Seoul	3590433799317661131
30.21121	74.4818	Malaut	IN	Asia/Kolkata	3590433799317661248
51.19139	6.51352	Korschenbroich	DE	Europe/Berlin	8630330696303482410
49.88307	-119.48568	Kelowna	CA	America/Vancouver	8630330696303481511
-22.92306	-53.13722	Loanda	BR	America/Sao_Paulo	8630330696303481404
40.55851	17.80774	Mesagne	IT	Europe/Rome	8630330696303481875
50.76306	-1.29772	Cowes	GB	Europe/London	8630330696303482428
11.12018	76.11996	Manjeri	IN	Asia/Kolkata	8630330696303481198
10.7375	122.9666	Talisay	PH	Asia/Manila	8630330696303481487
45.53929	-122.38731	Troutdale	US	America/Los_Angeles	3590433799317662477
45.16024	-93.08883	Lino Lakes	US	America/Chicago	8630330696303481883
33.37526	74.3092	Rajaori	IN	Asia/Kolkata	863033069630348826
33.4425	129.96972	Karatsu	JP	Asia/Tokyo	3590433799317662360
6.46838	-73.26022	Socorro	CO	America/Bogota	863033069630348636
-7.76667	35.7	Iringa	TZ	Africa/Dar_es_Salaam	3590433799317661453
50.073658	14.418540	Praha	CZ	Europe/Prague	3590433799317661016
-32.05251	115.88782	Willetton	AU	Australia/Perth	8630330696303481305
-5.41667	38.01667	Chanika	TZ	Africa/Dar_es_Salaam	359043379931766494
35.50056	117.63083	Pingyi	CN	Asia/Shanghai	8630330696303482451
34.85	117.33333	Taozhuang	CN	Asia/Shanghai	8630330696303481784
48.73218	11.18709	Neuburg an der Donau	DE	Europe/Berlin	359043379931766023
37.65181	120.33063	Longgang	CN	Asia/Shanghai	359043379931766528
-7.73379	113.69785	Besuki	ID	Asia/Jakarta	3590433799317661149
36.64852	51.49621	Nowshahr	IR	Asia/Tehran	359043379931766577
41.14676	-73.49484	New Canaan	US	America/New_York	8630330696303481651
18.18158	76.03889	Osmanabad	IN	Asia/Kolkata	359043379931766031
7.83389	-72.47417	Villa del Rosario	CO	America/Bogota	359043379931766734
51.12794	4.21372	Temse	BE	Europe/Brussels	3590433799317661990
34.77453	-96.67834	Ada	US	America/Chicago	3590433799317661156
37.13548	-3.67029	Las Gabias	ES	Europe/Madrid	863033069630348891
42.52787	-70.92866	Peabody	US	America/New_York	3590433799317662170
-8.28333	-35.03333	Cabo	BR	America/Recife	8630330696303481073
45.35	126.28333	Shuangcheng	CN	Asia/Shanghai	863033069630348701
22.83957	91.84128	Manikchari	BD	Asia/Dhaka	359043379931766346
34.8825	128.62667	Sinhyeon	KR	Asia/Seoul	863033069630348339
23.07492	88.28637	Pandua	IN	Asia/Kolkata	8630330696303481917
45.50369	11.412	Montecchio Maggiore-Alte Ceccato	IT	Europe/Rome	359043379931766882
48.21644	9.02596	Albstadt	DE	Europe/Berlin	359043379931766452
35.82756	137.95378	Ina	JP	Asia/Tokyo	359043379931766528
19.21667	73.08333	Dombivli	IN	Asia/Kolkata	8630330696303481263
52.14	5.58472	Barneveld	NL	Europe/Amsterdam	359043379931766171
25.49043	85.94001	Teghra	IN	Asia/Kolkata	359043379931766767
44.59445	11.04979	Castelfranco Emilia	IT	Europe/Rome	863033069630348990
18.03496	-66.8499	Yauco	PR	America/Puerto_Rico	359043379931766387
10.15031	-73.9614	El Copey	CO	America/Bogota	863033069630348685
47.56494	31.33078	Voznesensk	UA	Europe/Kyiv	8630330696303482386
-10.91111	-37.07167	Aracaju	BR	America/Maceio	8630330696303482360
4.94273	15.87735	Carnot	CF	Africa/Bangui	863033069630348594
-10.33333	39.28333	Nyangao	TZ	Africa/Dar_es_Salaam	359043379931766627
0.51667	101.44167	Pekanbaru	ID	Asia/Jakarta	359043379931766130
41.9001	-71.08977	Taunton	US	America/New_York	863033069630348321
41.8542	-87.66561	Lower West Side	US	America/Chicago	8630330696303482063
3.8801	-77.03116	Buenaventura	CO	America/Bogota	8630330696303481834
47.90771	106.88324	Ulan Bator	MN	Asia/Ulaanbaatar	3590433799317661800
57.30185	39.85331	Gavrilov-Yam	RU	Europe/Moscow	3590433799317661065
40.34912	-111.90466	Saratoga Springs	US	America/Denver	8630330696303481032
7.6	4.18333	Olupona	NG	Africa/Lagos	8630330696303482097
18.65297	-72.09391	Thomazeau	HT	America/Port-au-Prince	359043379931766221
10.66668	-61.51889	Port of Spain	TT	America/Port_of_Spain	863033069630348925
15.58552	102.42587	Bua Yai	TH	Asia/Bangkok	8630330696303482220
48.77275	5.16108	Bar-le-Duc	FR	Europe/Paris	359043379931766718
15.46063	99.89166	Thap Than	TH	Asia/Bangkok	359043379931766148
0.76755	24.43973	Yangambi	CD	Africa/Lubumbashi	8630330696303481594
36.06386	4.62744	El Achir	DZ	Africa/Algiers	863033069630348206
38.45598	48.87498	Astara	AZ	Asia/Baku	3590433799317661834
68.79833	16.54165	Harstad	NO	Europe/Oslo	863033069630348388
12.25282	79.41727	Gingee	IN	Asia/Kolkata	3590433799317662238
38.58894	-89.99038	Fairview Heights	US	America/Chicago	8630330696303481214
27.34089	117.4831	Shaowu	CN	Asia/Shanghai	3590433799317662147
22.75218	72.68533	Kheda	IN	Asia/Kolkata	8630330696303482402
2.41669	30.98551	Paidha	UG	Africa/Kampala	8630330696303481925
48.06919	11.37703	Gauting	DE	Europe/Berlin	8630330696303481727
38.47917	-1.325	Jumilla	ES	Europe/Madrid	3590433799317661156
53.37596	51.3452	Otradnyy	RU	Europe/Samara	863033069630348008
33.86419	48.26258	Aleshtar	IR	Asia/Tehran	3590433799317662352
19.32932	-98.1664	Contla	MX	America/Mexico_City	8630330696303482311
34.65918	109.22921	Yanliang	CN	Asia/Shanghai	3590433799317661313
42.64031	125.51176	Dongfeng	CN	Asia/Shanghai	3590433799317661511
46.1351	-60.1831	Sydney	CA	America/Glace_Bay	8630330696303482485
36.08497	9.37082	Siliana	TN	Africa/Tunis	3590433799317662022
54.52156	9.5586	Schleswig	DE	Europe/Berlin	3590433799317661032
57.97472	33.2525	Valday	RU	Europe/Moscow	3590433799317661602
-7.73379	113.69785	Besuki	ID	Asia/Jakarta	863033069630348909
32.54278	111.50861	Danjiangkou	CN	Asia/Shanghai	359043379931766767
37.08819	-8.2503	Albufeira	PT	Europe/Lisbon	8630330696303482105
40.93333	73	Jalal-Abad	KG	Asia/Bishkek	3590433799317661214
-38.16604	145.13643	Frankston South	AU	Australia/Melbourne	359043379931766882
53.43333	-7.95	Athlone	IE	Europe/Dublin	8630330696303482402
45.44868	-73.81669	Pointe-Claire	CA	America/Toronto	3590433799317661685
45.4473	-73.75335	Dorval	CA	America/Toronto	359043379931766130
22.37066	114.10479	Tsuen Wan	HK	Asia/Hong_Kong	359043379931766262
40.64621	-73.97069	Kensington	US	America/New_York	3590433799317662428
1.6561	103.6032	Kulai	MY	Asia/Kuala_Lumpur	863033069630348040
42.97086	-82.42491	Port Huron	US	America/Detroit	3590433799317661149
37.31065	13.57661	Agrigento	IT	Europe/Rome	863033069630348214
10.66668	-61.51889	Port of Spain	TT	America/Port_of_Spain	8630330696303481552
22.83957	91.84128	Manikchari	BD	Asia/Dhaka	3590433799317661958
12.74409	-8.07257	Kati	ML	Africa/Bamako	8630330696303481784
-30.60106	-71.19901	Ovalle	CL	America/Santiago	3590433799317661982
40.60538	-73.75513	Far Rockaway	US	America/New_York	8630330696303482436
57.97472	33.2525	Valday	RU	Europe/Moscow	3590433799317661628
49.68369	8.61839	Bensheim	DE	Europe/Berlin	8630330696303481073
11.50526	77.23826	Sathyamangalam	IN	Asia/Kolkata	359043379931766155
18.87813	72.93924	Uran	IN	Asia/Kolkata	3590433799317662410
-8.73508	24.99798	Kamina	CD	Africa/Lubumbashi	8630330696303481412
41.47892	-87.45476	Schererville	US	America/Chicago	3590433799317661628
47.4943	-122.24092	Bryn Mawr-Skyway	US	America/Los_Angeles	863033069630348438
51.21667	6.26667	Schwalmtal	DE	Europe/Berlin	8630330696303482493
26.18924	-98.15529	San Juan	US	America/Chicago	3590433799317661214
12.97389	123.99333	Sorsogon	PH	Asia/Manila	359043379931766429
50.80904	8.77069	Marburg an der Lahn	DE	Europe/Berlin	359043379931766858
15.79408	104.1451	Yasothon	TH	Asia/Bangkok	8630330696303481438
-19.72806	-50.19556	Iturama	BR	America/Sao_Paulo	3590433799317661586
49.144482	15.006139	Jindřichův Hradec	CZ	Europe/Prague	3590433799317661297
50.75	2.25	Saint-Omer	FR	Europe/Paris	8630330696303481131
51.35084	-1.99421	Devizes	GB	Europe/London	359043379931766999
8.88988	-79.62603	Veracruz	PA	America/Panama	8630330696303481263
41.55838	-81.56929	Collinwood	US	America/New_York	863033069630348297
41.1053	-7.32097	Custoias	PT	Europe/Lisbon	359043379931766742
1.6	103.81667	Ulu Tiram	MY	Asia/Kuala_Lumpur	3590433799317662147
-34.64167	-60.47389	Chacabuco	AR	America/Argentina/Buenos_Aires	8630330696303481107
41.41204	2.18247	el Camp de l'Arpa del Clot	ES	Europe/Madrid	8630330696303482188
41.84364	-87.71255	South Lawndale	US	America/Chicago	863033069630348933
18.65297	-72.09391	Thomazeau	HT	America/Port-au-Prince	3590433799317662063
43.71032	-1.05366	Dax	FR	Europe/Paris	3590433799317662006
-0.71667	-48.52333	Soure	BR	America/Belem	3590433799317662147
1.6561	103.6032	Kulai	MY	Asia/Kuala_Lumpur	8630330696303481487
53.59337	9.47629	Stade	DE	Europe/Berlin	8630330696303482303
52.47774	10.5511	Gifhorn	DE	Europe/Berlin	3590433799317661503
-4.42472	-41.45861	Pedro II	BR	America/Fortaleza	8630330696303481461
39.32011	-76.51552	Rosedale	US	America/New_York	359043379931766510
-2.13404	-79.59415	Milagro	EC	America/Guayaquil	3590433799317661594
39.78504	-85.76942	Greenfield	US	America/Indiana/Indianapolis	8630330696303482055
40.87363	14.34085	Volla	IT	Europe/Rome	8630330696303481875
-34.74785	-58.70072	Pontevedra	AR	America/Argentina/Buenos_Aires	3590433799317662212
43.83125	5.03586	Cavaillon	FR	Europe/Paris	359043379931766833
38.96667	-0.18333	Gandia	ES	Europe/Madrid	3590433799317661073
3.51667	11.5	Mbalmayo	CM	Africa/Douala	8630330696303481131
38.45598	48.87498	Astara	AZ	Asia/Baku	3590433799317661198
37.49223	15.07041	Catania	IT	Europe/Rome	863033069630348131
59.33333	18.28333	Boo	SE	Europe/Stockholm	3590433799317661354
24.28859	116.11768	Meizhou	CN	Asia/Shanghai	8630330696303481388
26.32293	91.00632	Barpeta	IN	Asia/Kolkata	3590433799317661651
-19.72806	-50.19556	Iturama	BR	America/Sao_Paulo	8630330696303481362
20.22816	-103.5687	Zacoalco de Torres	MX	America/Mexico_City	3590433799317662113
-38.65333	178.00417	Gisborne	NZ	Pacific/Auckland	3590433799317661388
-0.35817	42.54536	Kismayo	SO	Africa/Mogadishu	863033069630348966
54.60528	18.34717	Reda	PL	Europe/Warsaw	359043379931766312
36.92574	14.72443	Ragusa	IT	Europe/Rome	3590433799317662311
19.32889	-99.32556	San Lorenzo Acopilco	MX	America/Mexico_City	8630330696303481180
51.38673	0.30367	Hartley	GB	Europe/London	359043379931766502
45.43341	-73.86586	Beaconsfield	CA	America/Toronto	8630330696303481156
50.8	3.16667	Wevelgem	BE	Europe/Brussels	359043379931766866
25.66795	85.83636	Dalsingh Sarai	IN	Asia/Kolkata	3590433799317661198
48.98693	2.44892	Gonesse	FR	Europe/Paris	359043379931766528
55.64776	38.02486	Malakhovka	RU	Europe/Moscow	3590433799317661347
40.72371	-73.95097	Greenpoint	US	America/New_York	863033069630348941
35.21222	2.31889	Ksar Chellala	DZ	Africa/Algiers	3590433799317661891
50.06	43.2379	Mikhaylovka	RU	Europe/Volgograd	359043379931766965
33.76446	-117.79394	North Tustin	US	America/Los_Angeles	8630330696303481529
50.86079	17.4674	Brzeg	PL	Europe/Warsaw	863033069630348057
-17.73648	168.31366	Port-Vila	VU	Pacific/Efate	3590433799317661719
41.50343	-74.01042	Newburgh	US	America/New_York	8630330696303482055
23.1959	86.51499	Kenda	IN	Asia/Kolkata	863033069630348388
55.64776	38.02486	Malakhovka	RU	Europe/Moscow	8630330696303481438
33.98154	-81.23621	Lexington	US	America/New_York	863033069630348818
51.82721	107.60627	Ulan-Ude	RU	Asia/Irkutsk	863033069630348545
-12.91667	-39.25	Muritiba	BR	America/Bahia	863033069630348842
49.738430	13.373637	Plzeň	CZ	Europe/Prague	3590433799317661677
5.4709	100.24529	Batu Feringgi	MY	Asia/Kuala_Lumpur	8630330696303481164
5.20856	-74.73584	Honda	CO	America/Bogota	8630330696303481354
57.30185	39.85331	Gavrilov-Yam	RU	Europe/Moscow	3590433799317662022
41.72063	12.6723	Ariccia	IT	Europe/Rome	8630330696303482311
48.46458	9.22796	Pfullingen	DE	Europe/Berlin	359043379931766346
48.77644	2.29026	Sceaux	FR	Europe/Paris	3590433799317661677
47.46657	84.87144	Zaysan	KZ	Asia/Almaty	3590433799317661776
39.32011	-76.51552	Rosedale	US	America/New_York	359043379931766205
29.53885	-95.44744	Fresno	US	America/Chicago	3590433799317661008
40.72371	-73.95097	Greenpoint	US	America/New_York	8630330696303481297
34.25807	-88.70464	Tupelo	US	America/Chicago	359043379931766205
53.7446	-0.33525	Kingston upon Hull	GB	Europe/London	863033069630348115
50.8	3.16667	Wevelgem	BE	Europe/Brussels	863033069630348016
19.04222	-98.11889	Casa Blanca	MX	America/Mexico_City	8630330696303482196
53.78333	-1.06667	Selby	GB	Europe/London	8630330696303482055
28.15112	-82.46148	Lutz	US	America/New_York	359043379931766254
30.29184	71.67164	Qadirpur Ran	PK	Asia/Karachi	8630330696303481404
36.53333	136.61667	Nonoichi	JP	Asia/Tokyo	3590433799317662097
34.86472	117.55417	Zaozhuang	CN	Asia/Shanghai	8630330696303482329
43.41949	77.0202	Otegen Batyra	KZ	Asia/Almaty	359043379931766494
37.35813	-6.03731	San Juan de Aznalfarache	ES	Europe/Madrid	359043379931766932
14.93333	-91.11667	Chichicastenango	GT	America/Guatemala	359043379931766296
32.42067	-104.22884	Carlsbad	US	America/Denver	863033069630348974
48.812737	14.317466	Český Krumlov	CZ	Europe/Prague	3590433799317661198
25.6439	77.9129	Narwar	IN	Asia/Kolkata	3590433799317661552
15.46063	99.89166	Thap Than	TH	Asia/Bangkok	3590433799317661677
46.65581	32.6178	Kherson	UA	Europe/Kyiv	8630330696303481305
59.37722	28.19028	Narva	EE	Europe/Tallinn	359043379931766106
35.88264	-80.08199	Thomasville	US	America/New_York	863033069630348636
15.46063	99.89166	Thap Than	TH	Asia/Bangkok	863033069630348065
40.87329	14.43865	Somma Vesuviana	IT	Europe/Rome	359043379931766981
41.24255	-82.61573	Norwalk	US	America/New_York	3590433799317661529
50.598427	13.610242	Litvínov	CZ	Europe/Prague	3590433799317661271
-22.97056	-46.99583	Valinhos	BR	America/Sao_Paulo	863033069630348016
