ts	imei	mwra	p.android.chrome	p.android.settings	p.android.documentsui	p.system	p.android.externalstorage	p.android.packageinstaller	p.android.gm	p.dogalize	p.olauncher	p.process.gapps	p.google	p.android.defcontainer	p.android.vending	p.simulator	p.gms.persistent	p.katana	p.inputmethod.latin	p.android.gms	p.notifier	p.browser.provider
2018-05-05 10:13:00	359043379931766460	1.00000	15.84432	9.59655	8.06712	10.06466	10.03264	18.70023	7.55257	30.98378	58.58719	47.00432	34.49413	73.64539	99.32624	17.58581	46.47996	88.40452	4.76084	57.10132	98.36359	4.75620
2018-05-05 10:14:00	863033069630348164	0.00000	16.00321	15.23714	15.02625	8.47889	8.69124	9.49103	12.28193	49.80763	52.28760	60.91840	79.33358	14.48897	75.02045	3.04615	51.80321	78.17660	0.39288	39.18129	46.66589	38.92107
2018-05-05 10:15:00	863033069630348677	0.00000	9.17409	8.52525	10.69591	9.91577	10.89260	8.72154	17.27090	49.03141	50.66426	61.10455	52.66662	10.57023	15.28941	36.44854	60.45486	63.49521	72.94557	49.53342	87.25062	10.29526
2018-05-05 10:16:00	359043379931766767	1.00000	9.30801	10.13895	12.94535	12.66133	13.70433	11.78087	10.24094	49.81161	28.29139	46.12130	53.23129	96.54911	80.45338	49.73161	8.99509	7.47540	22.58849	37.45361	36.32539	6.45553
2018-05-05 10:17:00	863033069630348099	1.00000	12.82383	10.79598	9.35127	12.75744	11.58173	15.80043	8.26915	54.56817	47.53112	59.32600	10.46917	10.90365	93.94109	25.53510	63.98319	12.32390	92.09517	10.61881	54.46601	49.32257
2018-05-05 10:18:00	359043379931766890	1.00000	11.47058	9.81275	6.98553	12.94801	8.62997	14.48200	6.98574	41.27742	40.82348	50.06247	52.90383	69.41321	94.66244	69.79770	91.79267	72.71994	11.37742	81.48196	24.66818	12.77923
2018-05-05 10:19:00	863033069630348198	1.00000	16.41681	15.71508	11.36037	10.42599	11.27658	10.66502	12.84308	60.64085	56.06989	62.78719	43.22499	94.54233	32.43728	12.50048	99.35927	17.58436	69.72597	42.20757	49.06522	30.78640
2018-05-05 10:20:00	8630330696303481230	0.00000	14.52216	17.16616	16.23032	12.64471	10.16992	9.57181	13.72982	64.20562	45.72407	59.20667	74.48357	53.89969	55.86387	40.84461	43.61576	89.14606	48.32068	5.67171	48.98390	93.45200
2018-05-05 10:21:00	8630330696303481990	1.00000	15.96976	11.15519	11.17235	13.82762	10.89382	16.63236	11.36064	61.32116	60.02681	45.71480	50.02138	17.90656	38.25282	51.71794	97.96792	35.87556	47.27129	87.20662	53.96096	52.45049
2018-05-05 10:22:00	3590433799317661099	1.00000	6.57450	14.36395	14.90836	11.59057	6.46281	15.99420	8.62392	59.80260	79.23398	43.59381	85.17005	47.97612	59.21406	28.67607	82.19530	62.49610	26.31784	97.14877	3.82267	34.66551
2018-05-05 10:23:00	8630330696303481503	0.00000	13.35045	14.58275	12.93598	12.48573	9.65693	11.69816	16.09606	48.69924	47.73495	43.89879	55.88869	10.68069	89.11715	64.78406	24.59625	76.49731	30.32416	41.77068	18.92700	67.24727
2018-05-05 10:24:00	3590433799317661149	1.00000	14.48455	11.27436	7.18843	13.22271	13.30551	13.57508	11.28645	59.74489	60.57555	60.06784	93.47758	73.29029	37.92168	13.42486	22.64597	62.88817	11.33860	40.95719	43.69297	27.15917
2018-05-05 10:25:00	8630330696303482014	0.00000	8.13660	15.70453	10.68242	10.07586	12.97966	13.87649	14.55132	64.77136	22.53445	54.41885	47.18671	12.70746	58.21291	69.62900	81.62852	23.31228	26.01876	72.56401	34.28965	69.03435
2018-05-05 10:26:00	8630330696303482287	1.00000	12.35902	10.81693	16.09335	11.88354	9.88765	12.15802	12.51507	49.26799	50.84518	56.36064	16.13357	61.02407	26.53941	85.27909	15.68508	66.89652	80.67933	79.49577	43.71313	65.44377
2018-05-05 10:27:00	863033069630348446	0.00000	11.10298	15.55292	11.77901	8.32596	14.58007	15.29527	18.58837	55.02258	17.28858	41.98875	26.27431	14.72057	8.47720	29.23855	98.43508	35.82278	12.55961	53.22647	88.99748	62.47593
2018-05-05 10:28:00	3590433799317662493	0.00000	7.93961	6.37182	15.08417	12.40080	12.86932	14.45044	11.87337	52.97177	53.45858	49.95286	35.98320	35.10105	75.78869	26.12889	76.76345	72.45462	5.15730	78.38770	9.76285	39.77849
2018-05-05 10:29:00	8630330696303482212	0.00000	13.54790	12.47217	13.13291	9.18085	14.25300	13.09566	15.78375	79.19937	46.94868	41.04217	61.47424	41.51795	88.11200	80.40768	89.87064	7.67260	50.61001	94.75688	30.03597	49.15531
2018-05-05 10:30:00	3590433799317661149	1.00000	9.47492	11.00634	14.79665	13.49345	8.71268	15.93690	8.98653	56.05213	30.94944	57.39596	73.29980	66.48207	49.73087	73.27584	19.66798	23.39625	10.09031	28.06395	32.84379	59.70863
2018-05-05 10:31:00	863033069630348826	1.00000	8.09631	9.16511	16.09432	15.13332	6.73970	15.30151	11.83002	18.20383	27.99360	45.18216	13.34016	51.91241	87.54831	70.67588	93.80890	91.49353	51.22081	48.22468	85.44160	90.48113
2018-05-05 10:32:00	3590433799317661610	1.00000	10.85707	14.55088	14.60203	16.10732	9.70280	11.34226	10.54063	51.96159	34.86506	32.51949	39.30871	16.91960	53.49251	66.82044	17.67179	3.84551	61.81595	53.44011	4.93808	39.86117
2018-05-05 10:33:00	3590433799317662220	1.00000	9.05843	8.85597	16.08843	14.27138	11.15176	18.29700	11.84386	53.73114	61.81135	58.46381	20.21239	19.96576	41.78960	65.52983	59.83368	28.75602	16.27422	62.99338	52.20604	19.24280
2018-05-05 10:34:00	3590433799317661198	0.00000	12.53921	14.70925	10.35776	11.33078	13.10358	13.10335	14.46254	31.60748	47.65426	48.03529	19.22499	30.72667	20.25675	56.39116	39.36615	10.03159	8.67158	12.83722	21.68703	6.89511
2018-05-05 10:35:00	3590433799317662279	1.00000	12.75610	9.98983	8.70889	12.27641	12.68155	13.38663	9.88687	53.94883	29.74548	40.47146	69.62559	76.65319	92.31056	93.83669	86.01969	56.46039	94.25341	38.15312	95.80469	6.81558
2018-05-05 10:36:00	359043379931766734	1.00000	9.11317	12.25987	15.81581	16.72311	7.52163	10.42216	10.64323	70.12417	55.83274	55.49629	32.20914	35.70251	91.94089	60.11287	49.01367	15.63487	79.25921	64.43232	67.47599	92.72071
2018-05-05 10:37:00	3590433799317662394	0.00000	8.88088	13.64958	7.00831	11.48449	13.28488	13.21306	12.14346	41.84703	54.88912	64.06770	9.36503	69.06726	88.11383	60.71651	29.35707	74.53297	89.57512	41.76988	58.22948	58.59619
2018-05-05 10:38:00	8630330696303481701	0.00000	13.68471	13.65841	13.14807	9.72133	9.96757	10.32770	14.32786	44.43047	71.48936	35.22561	31.29479	57.10753	68.38661	59.85170	4.40463	99.24735	89.54448	75.14021	52.68157	65.95547
2018-05-05 10:39:00	8630330696303481891	1.00000	19.20371	12.37039	12.82954	9.57147	15.22004	16.38960	13.93969	37.40958	60.27387	48.76138	18.07481	26.72049	87.18161	14.98281	6.71361	93.15591	6.88070	38.91092	35.20512	24.95021
2018-05-05 10:40:00	359043379931766544	1.00000	12.75192	7.08178	8.63823	14.18121	8.56264	11.60228	12.05902	51.00176	74.06470	47.97759	60.75303	57.38541	29.91827	88.25566	58.40966	80.87752	67.08994	25.19848	37.53898	96.79533
2018-05-05 10:41:00	8630330696303481727	1.00000	12.06378	10.16892	9.94953	17.73141	7.99995	9.90327	10.29699	25.69931	48.78816	44.16639	58.19289	37.30775	15.57063	54.34119	75.39197	45.27561	10.09692	80.35063	42.89530	53.66859
2018-05-05 10:42:00	8630330696303482477	1.00000	10.05437	9.54250	14.48162	13.10916	9.75050	13.41352	13.88651	66.48149	47.86325	41.49907	73.02661	26.21935	90.50472	28.04287	43.53346	97.53317	66.19821	86.20144	91.58440	71.31057
2018-05-05 10:43:00	8630330696303481370	1.00000	12.64341	8.89576	11.35492	15.75251	4.09381	12.72308	11.63331	43.09546	34.69347	45.60243	6.31411	23.16949	33.41222	26.32265	37.84038	10.07950	51.54223	78.48652	42.02754	15.47094
2018-05-05 10:44:00	3590433799317662188	0.00000	15.52753	5.49360	9.57888	11.87626	9.97576	16.76798	9.54001	59.51747	74.22070	56.35640	12.71541	49.76403	13.90722	57.29582	7.50306	35.87145	32.31860	12.76717	17.29317	54.81563
2018-05-05 10:45:00	863033069630348693	0.00000	16.00272	14.29194	11.19694	13.27442	14.59306	14.71481	11.24877	59.48041	44.69717	59.48232	92.30960	98.15626	69.23839	7.60007	65.21855	58.63054	55.28945	73.47307	52.02860	6.73861
2018-05-05 10:46:00	863033069630348412	1.00000	18.57241	15.12367	9.49506	11.39038	13.80555	16.98497	12.94171	49.07778	60.51807	46.45555	34.74200	53.97245	35.30437	40.65566	77.00272	66.16993	28.13830	87.82140	38.69726	70.76161
2018-05-05 10:47:00	359043379931766049	0.00000	12.94633	9.46625	11.69617	14.49440	11.64686	12.14212	8.46857	42.48649	43.83443	54.06641	5.17375	10.81987	7.04701	65.72623	29.70503	85.82741	16.63198	24.30314	29.23518	63.61833
2018-05-05 10:48:00	8630330696303481438	0.00000	13.84580	14.96506	12.96492	8.31094	14.62795	14.32246	14.62729	56.68270	62.97395	57.72690	62.16517	41.67482	10.53689	37.89333	25.63571	65.70186	73.67924	26.32910	85.51763	33.08902
2018-05-05 10:49:00	359043379931766809	0.00000	16.31012	15.94813	15.44482	7.86112	11.35625	10.26550	11.31355	38.70587	34.48448	56.26740	10.50322	67.45673	90.99949	17.23203	10.02634	4.55352	57.02311	29.53295	24.89883	3.31708
2018-05-05 10:50:00	359043379931766148	1.00000	14.20371	7.71864	10.98527	11.51779	11.71486	15.20892	11.24175	59.00658	49.60598	59.13396	7.56204	44.47624	48.58420	88.90640	55.69167	94.56415	73.05542	21.06908	69.66865	88.01643
2018-05-05 10:51:00	8630330696303482055	0.00000	9.90149	14.97954	11.67020	14.30326	10.58852	10.22115	15.36909	60.81452	48.45866	65.75350	27.16134	44.14058	76.49125	62.77395	25.88833	12.07609	96.79429	62.99657	84.75446	36.96346
2018-05-05 10:52:00	8630330696303482055	0.00000	9.90346	12.89007	6.96415	10.59817	15.88721	16.80148	13.30962	37.76891	50.46125	43.82289	9.65295	99.57269	83.20071	89.62386	77.97559	43.53488	92.27724	5.10561	77.73888	32.49879
2018-05-05 10:53:00	863033069630348693	0.00000	13.38405	13.59569	11.90881	7.45863	15.06526	15.86713	17.56467	46.98704	55.13152	61.54896	91.48771	18.39378	56.66782	87.14122	27.02296	80.64237	47.92603	44.27931	80.49083	25.06858
2018-05-05 10:54:00	863033069630348925	1.00000	15.55698	11.98372	8.81636	10.46363	13.99470	15.85077	11.10519	61.58693	46.43194	51.24657	76.09398	91.07428	72.96439	58.80535	19.12908	39.26714	18.23899	28.42434	45.21749	54.48829
2018-05-05 10:55:00	8630330696303481016	0.00000	9.88836	15.26500	9.73583	9.50125	12.58598	11.47521	13.91877	62.12672	48.34947	47.51915	77.58031	90.17112	7.98266	4.92926	77.11544	31.89077	40.11582	22.56192	82.75689	63.60062
2018-05-05 10:56:00	3590433799317661420	1.00000	7.96349	11.70692	15.28056	15.35057	7.70890	14.79891	8.56897	41.28940	68.53678	65.63198	41.15820	13.47691	39.55621	8.24619	12.32535	26.17705	78.27385	44.43701	72.03467	73.02169
2018-05-05 10:57:00	3590433799317661982	0.00000	12.07681	11.45096	11.47672	9.75365	9.20857	11.86698	15.85278	62.58468	49.11267	19.27454	29.41731	52.55757	38.11962	48.67356	15.76445	33.53001	54.75132	85.71272	73.96988	57.67428
2018-05-05 10:58:00	359043379931766619	0.00000	8.86446	12.85814	8.70170	11.37033	13.18647	14.20950	15.36839	49.37736	66.14430	31.92942	37.81253	26.88151	60.79900	3.70604	11.36379	15.74787	41.88102	30.52255	71.00641	87.77142
2018-05-05 10:59:00	8630330696303482006	1.00000	13.47606	8.82316	12.37888	12.35238	10.09536	15.45723	11.12730	73.87003	71.48579	71.09250	48.10750	27.93211	86.26498	92.31199	7.16185	81.96412	62.72528	4.80751	45.50070	47.80054
2018-05-05 11:00:00	8630330696303481925	1.00000	9.56532	6.96484	14.14303	16.64091	10.64023	9.87738	9.37163	42.82860	43.89977	33.59403	55.62375	22.84011	65.27563	87.23518	14.38437	75.60954	0.05558	63.36999	25.31195	67.37150
2018-05-05 11:01:00	3590433799317661651	1.00000	12.62301	8.49002	13.16634	13.84318	11.97238	8.15171	11.11059	77.24760	33.26396	33.64887	40.24756	50.27404	17.38764	95.11777	49.21498	29.04146	24.29480	76.74139	75.27706	66.89673
2018-05-05 11:02:00	3590433799317661040	0.00000	7.91316	15.78774	7.07828	8.89585	12.70329	12.19190	16.44581	54.64399	58.87209	30.48936	25.71709	64.57009	71.84680	28.56958	90.09869	29.59039	64.50005	97.55359	67.60708	47.46392
2018-05-05 11:03:00	3590433799317661800	1.00000	11.05468	7.94449	13.33038	12.30478	11.12579	13.01088	9.79860	64.80181	34.00227	61.52527	0.21060	68.37642	2.65555	81.71468	34.35810	96.17344	47.58052	58.13876	40.43567	40.59072
2018-05-05 11:04:00	8630330696303481388	0.00000	10.20281	11.41663	9.71917	13.39419	13.50842	13.16716	10.83446	76.28581	56.68155	56.43047	91.97973	48.44643	44.56985	84.51115	97.57676	82.56528	29.21312	50.28583	74.28966	40.17271
2018-05-05 11:05:00	3590433799317661859	0.00000	12.90100	13.94139	13.63294	8.31068	10.28576	10.80005	14.62721	46.83571	43.11534	36.68120	9.78397	89.43535	14.23775	93.12164	47.16333	4.57061	62.25468	65.07487	23.20747	47.58642
2018-05-05 11:06:00	359043379931766411	0.00000	11.22876	13.30927	8.56642	12.49681	16.34073	15.58581	12.72669	70.56193	45.58606	73.48627	4.99582	49.56717	7.61323	96.46639	24.20577	23.82858	51.17968	74.92613	99.60111	93.76670
2018-05-05 11:07:00	359043379931766775	1.00000	9.12735	0.00000	12.29147	13.10705	14.94867	14.28067	13.49128	79.25185	39.19098	48.70326	24.87022	78.11890	33.91285	34.66018	60.63652	66.95330	51.42018	65.15782	47.27708	77.61920
2018-05-05 11:08:00	3590433799317661412	1.00000	15.16721	11.18023	11.37433	15.01675	10.22193	11.99932	12.39471	51.67074	55.07200	39.42847	66.51143	35.32618	86.17596	0.82386	70.21330	88.69800	29.90679	35.54611	14.49792	33.84707
2018-05-05 11:09:00	8630330696303482311	1.00000	10.90097	11.68982	17.56952	12.46801	10.07120	15.94430	12.28970	54.53094	43.32838	36.49172	53.82783	21.77261	32.04475	74.84310	46.42482	21.66765	3.05033	53.19240	96.48894	99.98966
2018-05-05 11:10:00	3590433799317662493	0.00000	15.32164	14.01811	10.95218	10.63363	10.23995	11.42988	13.94556	46.77669	74.69148	43.54828	77.31316	26.20631	18.16774	4.17164	8.08344	87.96229	29.30674	84.84445	21.42486	9.03318
2018-05-05 11:11:00	863033069630348289	1.00000	9.30835	9.83087	13.75905	16.24866	9.48097	13.91537	9.44395	35.34893	46.77570	38.69669	89.06690	96.53037	42.81119	70.71584	35.27975	30.22769	9.26738	29.08282	84.45958	77.13992
2018-05-05 11:12:00	3590433799317662006	0.00000	11.04007	12.27534	14.32415	14.17262	9.08930	14.81748	9.61425	68.88679	56.04205	49.61635	90.02769	88.16630	42.69301	95.93512	70.98475	44.75091	2.87483	11.54365	49.30589	22.76842
2018-05-05 11:13:00	863033069630348370	0.00000	14.24665	9.94040	12.55801	14.91636	11.31966	13.90693	12.58403	60.21669	20.05011	57.81228	41.56990	24.44296	5.31462	94.52354	90.87083	6.99380	83.37536	50.67309	36.76560	25.74276
2018-05-05 11:14:00	8630330696303481214	0.00000	10.50875	9.99108	13.91872	10.99702	9.88950	16.11084	17.43421	36.00690	64.97145	43.46067	60.74424	32.64486	11.09187	24.24514	99.27314	54.74938	44.05686	10.71437	71.51288	3.63583
2018-05-05 11:15:00	863033069630348925	1.00000	13.96969	8.56773	10.50148	8.95255	11.29769	16.07719	11.34232	59.75418	38.50526	48.97662	69.15010	88.18746	66.35502	23.15353	55.57530	6.64468	43.41848	56.00339	1.13898	43.21193
2018-05-05 11:16:00	359043379931766817	1.00000	15.09249	7.83598	8.35958	11.67651	10.22066	15.77538	9.74861	55.00866	66.68996	57.01556	2.95030	45.80035	73.92025	49.29582	74.80311	1.47872	70.10956	10.00808	75.42591	42.80242
2018-05-05 11:17:00	3590433799317661610	1.00000	5.02520	8.32020	15.67186	11.83634	10.69372	15.11852	8.61192	40.95067	54.98157	59.03136	28.32259	77.88703	53.31666	26.48628	87.76170	77.66108	59.00655	68.25626	16.67606	11.89826
2018-05-05 11:18:00	3590433799317661974	1.00000	10.97297	10.09465	9.58369	15.76847	5.67255	12.50622	10.06889	49.62722	61.30287	63.43768	74.08159	86.56834	68.05146	25.29188	98.65370	21.03283	3.78185	79.97236	68.94637	76.69561
2018-05-05 11:19:00	3590433799317661966	1.00000	13.82898	9.21586	10.44315	17.00095	7.67627	15.02234	7.25911	85.63015	46.13947	55.04467	31.63494	73.01244	80.68464	68.36573	96.54545	89.26972	63.65355	2.37449	9.95450	86.80213
2018-05-05 11:20:00	8630330696303481362	1.00000	10.12542	12.48641	11.87769	15.27856	13.28157	13.85539	7.91947	43.92922	62.30575	48.89102	19.39884	23.85098	43.86008	73.47175	88.57076	96.86903	89.58724	39.87822	16.50524	64.21395
2018-05-05 11:21:00	3590433799317662097	1.00000	9.26265	13.88126	14.74835	14.11238	10.86198	16.38053	9.98096	49.67527	61.72403	59.81425	66.79333	99.13348	83.45560	36.05779	27.27566	8.73553	54.89403	34.56808	80.50190	44.74655
2018-05-05 11:22:00	8630330696303482022	1.00000	14.42194	11.87865	11.34492	15.66764	12.04397	12.76868	10.46845	58.34519	41.32496	75.12054	0.12971	26.68196	1.32597	65.09381	5.90132	44.05146	10.02549	44.50096	45.23137	41.00176
2018-05-05 11:23:00	3590433799317661164	1.00000	15.49389	13.62798	11.18573	15.76290	11.47247	12.77611	9.60132	58.52885	42.67568	44.96465	28.12423	13.83598	71.20517	1.83010	22.77489	20.49757	50.55044	78.45758	54.99069	69.33983
2018-05-05 11:24:00	3590433799317661727	1.00000	9.74210	6.98739	13.13295	14.25415	4.15161	13.23033	11.79531	43.97121	57.08479	38.24552	43.50089	90.45396	9.87230	29.39053	81.50825	95.89222	12.84462	28.56553	38.57667	85.30310
2018-05-05 11:25:00	863033069630348099	1.00000	9.73617	12.32642	15.90409	11.51887	12.11926	13.21892	15.00105	67.27551	47.50141	51.23752	83.69953	36.40985	96.67253	53.62593	85.02139	43.35304	41.80933	46.23164	26.13452	20.87658
2018-05-05 11:26:00	8630330696303482196	0.00000	12.09433	9.42521	10.36967	12.70201	11.96215	15.09119	10.43192	59.08183	55.10081	50.45971	58.19733	76.09659	18.61754	12.06245	82.37162	82.00301	73.23174	75.67047	19.11351	91.44130
2018-05-05 11:27:00	3590433799317661099	0.00000	15.86728	16.03920	12.70873	8.74231	12.64452	9.73840	12.01683	46.03131	58.59336	54.86204	11.56417	63.26771	47.43057	39.36034	79.05167	77.56646	3.02334	77.06004	24.32336	5.49882
2018-05-05 11:28:00	3590433799317661800	1.00000	14.12688	10.86008	11.68060	11.15613	10.12752	15.21087	12.03492	52.50376	46.52937	47.23871	42.40774	89.88351	18.23707	58.08664	89.35947	98.71699	66.19719	30.31557	26.60666	28.85864
2018-05-05 11:29:00	359043379931766122	1.00000	15.51550	10.02132	6.28953	11.44741	11.72683	15.92174	9.06321	61.92705	43.13005	45.71135	29.42239	76.28405	13.26839	18.39818	11.00714	45.89036	51.95333	65.68266	21.75918	97.94507
2018-05-05 11:30:00	863033069630348461	1.00000	9.84904	12.84113	12.32814	14.91231	9.22759	14.10074	5.51877	61.63413	63.55110	51.81851	97.46368	80.11866	7.13810	81.59356	53.53545	49.83225	96.75641	55.98248	51.93947	58.76787
2018-05-05 11:31:00	3590433799317661057	0.00000	12.60829	12.47072	16.80143	8.28705	8.80620	11.26041	14.92656	54.94625	65.79714	30.99817	84.94346	67.87347	63.68410	36.82218	0.84196	76.61702	56.47643	70.74598	20.67840	35.24804
2018-05-05 11:32:00	3590433799317662295	0.00000	10.63901	9.85667	8.01606	10.73866	14.58678	12.68222	14.06024	31.93643	33.07845	54.07725	51.19361	96.44009	32.41744	90.01789	3.59208	2.29257	47.83658	53.61697	63.69529	48.48366
2018-05-05 11:33:00	3590433799317662014	1.00000	14.57684	10.37007	9.67363	15.30457	10.83644	12.91816	11.04006	53.71641	87.28767	36.38190	16.28974	6.66893	95.85884	15.72506	27.16508	16.40391	94.38290	0.47842	52.07144	43.91887
2018-05-05 11:34:00	359043379931766148	0.00000	12.72100	8.17548	9.76890	16.59189	5.36304	11.38479	9.50837	52.20228	51.43531	51.29549	77.28580	96.14238	90.58021	58.15062	96.86362	32.33765	69.28618	53.76170	55.42081	7.91827
2018-05-05 11:35:00	359043379931766817	1.00000	8.33188	10.90655	11.88462	11.10373	10.82985	15.10248	8.56087	45.82294	60.21862	43.01597	53.34059	5.63990	56.00782	6.67609	22.67220	85.41413	8.85834	76.26346	97.31990	98.63411
2018-05-05 11:36:00	3590433799317662303	0.00000	12.82769	10.28139	12.18000	9.10618	13.87278	13.58285	16.55581	41.44397	50.59387	36.03674	71.81931	13.89826	13.94608	49.25884	91.72771	27.19076	21.23422	84.32039	16.64305	14.64801
2018-05-05 11:37:00	3590433799317662196	0.00000	12.22064	9.47964	10.17140	16.92521	8.32824	13.11472	9.62428	54.82373	50.50821	50.27656	99.32836	13.32381	21.75038	63.14330	46.92584	38.53466	38.99649	98.84552	90.02495	96.18477
2018-05-05 11:38:00	3590433799317662352	1.00000	12.24860	9.82579	12.73048	11.84461	8.33436	14.31564	8.79895	72.65175	50.67442	43.26004	30.66384	68.90601	42.87905	61.86671	88.52916	12.40693	93.31732	85.89546	97.69132	92.51375
2018-05-05 11:39:00	3590433799317662386	0.00000	14.52701	13.14604	15.80689	10.50074	13.01716	8.03808	15.10758	49.71715	47.51713	51.53066	33.51892	26.28823	6.57114	36.36719	32.04929	40.12928	79.56123	91.44153	69.20906	40.48669
2018-05-05 11:40:00	3590433799317661735	0.00000	8.42417	14.42331	18.88828	16.90939	9.17558	16.24227	9.75684	70.71928	28.35606	63.89249	26.76369	77.75655	97.72568	18.64315	96.74927	60.82223	15.57073	31.48359	80.31207	64.66532
2018-05-05 11:41:00	3590433799317662410	0.00000	4.58229	19.00724	7.99270	9.81672	14.73201	16.17044	13.07751	46.97635	68.61279	68.57612	70.55492	80.76557	13.76068	15.63654	71.73625	93.02800	65.54706	72.65403	92.76028	35.65980
2018-05-05 11:42:00	359043379931766387	0.00000	8.02603	12.82225	8.11490	11.40970	14.40342	12.50184	13.71247	43.45950	55.80427	55.15157	65.17155	12.92910	70.48959	60.93025	38.66727	77.61732	14.81471	34.85234	53.73110	0.05406
2018-05-05 11:43:00	3590433799317662469	0.00000	11.37915	13.97284	12.04975	11.57577	10.70890	12.56830	13.00586	54.09023	52.48840	45.26434	77.36520	65.62391	50.69682	30.57886	27.74392	61.86629	24.30669	49.96608	36.04896	34.48769
2018-05-05 11:44:00	8630330696303482493	0.00000	14.44491	14.20696	9.65270	11.03632	17.76169	15.81254	13.04774	36.10783	53.50701	70.20337	24.07371	15.87901	81.02390	99.68772	52.71339	77.59579	39.76460	59.68516	91.22485	48.95565
2018-05-05 11:45:00	863033069630348883	0.00000	10.39265	11.88371	12.09353	11.32206	10.66031	16.03573	16.13689	65.71461	58.05998	53.10693	7.06551	2.23322	82.52462	73.32147	30.21029	45.15017	48.42298	3.46944	90.96709	62.77021
2018-05-05 11:46:00	3590433799317661008	1.00000	12.91164	10.16169	10.23704	15.46009	8.03832	16.14448	5.95210	41.87500	55.26961	65.99971	62.29131	66.98424	12.51730	13.87954	60.93322	36.06599	32.79321	2.50865	61.13122	15.84768
2018-05-05 11:47:00	3590433799317661362	1.00000	10.71449	11.64714	13.44110	14.40522	9.49951	10.50748	10.77171	37.35542	54.95395	71.81494	28.29662	96.62750	92.59962	86.23290	42.02466	99.09226	85.31504	16.06389	38.18825	43.97300
