ts	imei	mwra	c.android.youtube	c.dogalize	c.android.gm	c.katana	c.android.chrome	c.updateassist	c.raider	c.android.vending	c.UCMobile.x86	c.UCMobile.intl
1526310060	8630330696303482451	1.0	13.49101	12.83955	12.55554	10.18414	6.66237	58.17731	0.00042	66.53672	26.39109	4.63123
1525988700	359043379931766692	1.0	12.55958	13.12556	11.45824	7.97987	10.64198	77.71808	0.00269	26.24801	79.87033	65.64225
1525635240	8630330696303481370	0.0	14.12744	12.60746	13.37868	15.51373	7.47446	33.66883	0.00255	73.36282	92.40244	44.19498
1525665000	8630330696303482188	1.0	16.52149	15.16445	7.85341	8.94306	13.21254	36.38199	0.15939	68.07244	74.7316	38.02422
1525709280	863033069630348768	1.0	14.03435	12.21619	10.25755	6.58603	10.21143	53.96102	8e-05	78.08828	4.21122	77.79697
1526237160	8630330696303481164	1.0	15.63288	12.56833	12.52118	10.49333	8.54206	38.38697	0.00398	20.03013	58.45065	61.3513
1526183700	8630330696303481842	1.0	14.17243	9.92989	14.5196	13.25977	9.80779	59.04613	0.06404	43.57541	2.49842	20.21447
1526019840	3590433799317661164	1.0	11.30443	12.93829	11.12469	8.83231	6.65586	47.54256	0.00399	52.62187	41.44625	5.02347
1525984140	359043379931766338	0.0	14.35475	8.1597	18.29444	15.4167	8.01974	68.46368	0.02289	65.39956	99.14896	71.76943
1525736220	359043379931766973	1.0	12.8529	12.06991	12.62304	13.51691	13.09188	58.91409	0.05963	72.65581	67.36273	97.17748
1525787580	359043379931766882	1.0	16.47078	9.44241	19.61236	17.15884	13.6807	79.51707	1.07548	64.28213	40.08023	24.01235
1526242380	8630330696303482006	0.0	15.30975	7.42893	13.54698	13.43027	10.19766	28.10277	0.01066	54.58023	44.18694	88.18672
1526019060	863033069630348149	0.0	14.21846	14.47771	9.37614	11.07097	9.83328	37.09753	0.01707	57.55202	54.28885	26.845
1526026560	8630330696303481008	1.0	12.05175	13.49818	13.04485	6.98321	10.00527	46.83484	0.00492	36.9702	10.59788	80.82231
1525672980	3590433799317661115	1.0	12.9866	14.33566	9.29746	13.0736	8.2668	40.29406	0.00149	46.03625	58.37184	9.89772
1525761360	359043379931766486	0.0	15.27677	8.48904	14.83103	13.88169	10.81757	59.81349	0.01132	45.67086	19.91488	55.98228
1526304600	3590433799317662139	1.0	13.16802	13.4007	8.25896	10.90904	5.27116	67.99888	0.00051	59.1239	22.53003	39.57197
1525668000	3590433799317662162	0.0	16.19573	13.83586	11.01993	15.47453	7.52249	57.21063	0.02557	38.88489	60.16229	88.26922
1526255820	8630330696303481016	1.0	14.46059	11.55742	12.27599	13.33816	10.18047	51.84177	0.02186	48.40773	6.71481	10.63279
1525647060	863033069630348537	1.0	14.95013	14.22202	10.65966	9.14172	8.67141	45.54436	0.0003	23.58911	11.08576	53.32832
1526037180	3590433799317661933	0.0	11.02884	11.92784	14.68501	13.85187	9.79641	43.05588	0.00074	59.5139	57.49346	29.41195
1525769580	3590433799317661743	0.0	14.27398	10.88526	10.53852	13.66249	10.89674	15.58398	0.00164	45.72527	8.25953	39.19307
1526341980	359043379931766437	1.0	14.32571	12.19357	9.98257	8.86026	9.36264	83.37509	0.0018	72.69044	19.99238	59.14398
1526211660	3590433799317661263	0.0	9.15704	10.76609	14.38446	11.17225	13.29081	75.7655	0.00011	60.71032	10.50491	56.71643
1526106720	8630330696303481149	1.0	16.4348	10.20351	11.09173	12.11441	10.09815	37.58208	0.02029	35.44901	22.0373	39.82859
1525705020	8630330696303482261	1.0	12.75377	13.10893	11.73363	6.76699	8.74008	74.73283	0.00036	61.95905	49.09896	37.63387
1526346180	863033069630348149	1.0	17.69524	13.42473	7.62222	9.53422	11.38378	69.85172	0.00494	60.92707	57.37885	41.7434
1525602900	863033069630348859	1.0	16.36674	13.88175	11.88213	9.49299	11.92499	67.9723	0.00092	58.37241	93.17509	67.79456
1526021400	8630330696303481966	0.0	13.90964	9.30457	15.59779	13.43008	10.9401	49.12712	0.032	44.82366	90.40775	77.80616
1525571160	8630330696303482121	1.0	11.35701	14.06381	12.81639	7.83507	9.86624	42.57868	0.02581	57.41469	64.91193	1.4083
1525939860	863033069630348206	0.0	16.48999	11.56932	14.41933	14.7937	8.79856	32.71739	0.01137	39.56149	97.44244	2.74901
1525957560	3590433799317661578	0.0	15.19819	11.04202	12.92316	15.264	8.72505	49.39957	0.01363	38.71651	70.32413	60.19412
1525759740	8630330696303481248	1.0	16.73632	15.20322	8.09752	12.75716	14.52891	49.91765	0.02273	63.5074	38.90607	45.06702
1526263020	863033069630348610	1.0	12.9296	13.75748	8.6441	10.67	8.9822	48.87553	0.00062	70.53175	84.25882	51.60925
1525721280	359043379931766049	0.0	9.96174	14.35672	13.82077	15.63906	10.51487	47.3071	0.00179	63.1539	89.13751	61.47742
1525678980	359043379931766825	0.0	14.32448	12.66366	12.54432	14.11201	10.942	68.61787	0.00391	33.08918	7.91764	3.33619
1525564140	3590433799317662147	0.0	14.41471	12.37149	13.55435	16.74998	8.33017	74.08786	0.04417	43.02572	28.79904	30.75274
1525882620	359043379931766981	1.0	14.72686	10.5007	14.64081	13.52111	10.76687	48.74338	0.01905	51.38532	60.80588	57.63124
1526381640	3590433799317661958	0.0	15.46205	11.58455	10.72651	14.0601	11.58335	67.94022	0.06244	50.43934	30.02701	98.91696
1525881840	359043379931766783	1.0	13.98737	8.99633	15.66671	14.94338	11.73038	56.37726	0.13692	36.51403	68.5973	46.11747
1526033940	359043379931766932	1.0	16.13625	9.1787	12.87492	12.60359	11.61984	43.51511	0.14197	48.02093	80.87428	21.95523
1526380740	359043379931766734	1.0	14.96517	13.2725	10.19701	5.56778	13.73096	72.30995	0.01935	44.09377	37.76738	90.59441
1526333400	8630330696303481156	0.0	18.55105	13.35901	16.79334	15.00038	10.71077	64.58881	0.07031	30.48364	95.37311	83.41299
1526150820	8630330696303481388	1.0	13.13948	10.2479	10.12731	13.11694	15.21002	59.26238	0.01273	53.97077	0.88635	47.98622
1526240040	8630330696303482147	0.0	16.39988	12.25905	11.81542	5.48867	10.71434	60.69716	0.00032	43.25847	9.72557	62.82871
1526155800	863033069630348016	1.0	12.77255	14.09113	12.67752	10.12071	8.55666	52.36249	0.00177	69.03945	90.0141	25.04917
1525896720	359043379931766536	0.0	16.20576	10.09053	12.88444	14.81086	9.95515	54.60104	0.00096	38.01613	79.61294	95.74423
1525583520	8630330696303481172	1.0	15.18508	14.70853	7.11889	12.18507	12.73832	48.08431	0.09009	50.55204	14.06662	24.56578
1526192400	359043379931766049	1.0	12.37569	14.49189	7.89506	11.77344	9.49159	53.07563	0.0085	54.00088	4.63026	79.35657
1525594260	8630330696303482352	0.0	15.40674	12.50342	14.93849	16.50795	7.00072	53.46958	0.00357	45.69319	41.17059	87.49242
1525954680	3590433799317661321	0.0	9.9778	10.97997	12.19627	13.20259	11.14589	44.90446	0.04413	56.57242	16.79841	18.62829
1525914120	8630330696303482493	1.0	13.77165	10.59734	15.73741	14.28471	14.8662	38.30127	0.22127	49.1363	52.64412	85.7851
1526295300	863033069630348222	1.0	13.44256	8.92891	11.75772	12.4634	17.01886	65.89652	0.06615	46.09459	98.67968	57.70313
1526111880	3590433799317661578	0.0	14.0657	13.42798	9.41559	14.69608	10.69408	63.75608	0.27308	58.65622	70.91942	28.84303
1525630380	3590433799317661594	1.0	11.49763	14.0339	7.05289	11.11213	8.0111	73.64298	0.00095	56.12896	70.48482	90.43039
1526328060	8630330696303482147	1.0	13.91127	14.36173	11.9718	14.59301	4.41192	68.32212	0.00061	46.614	62.69025	36.19138
1525531860	863033069630348891	0.0	14.34332	12.78524	10.62357	13.76146	10.88506	85.95193	0.02625	48.45203	6.56988	65.54942
1525945200	8630330696303481487	1.0	13.24167	12.6849	12.7521	13.44641	15.22802	48.07412	0.03313	42.93143	3.82015	3.82638
1526301960	8630330696303482303	1.0	16.35331	7.89756	16.31855	14.77452	13.77125	55.51779	1.49232	62.74189	9.53904	2.31173
1526092440	359043379931766114	1.0	13.31356	14.24625	8.17581	12.30775	10.55059	42.08138	0.00173	68.28584	27.93835	23.57823
1525517880	359043379931766619	0.0	16.42001	9.2748	14.94081	13.07854	8.66955	53.02695	0.00059	24.4323	24.54411	44.41059
1525989480	359043379931766577	1.0	11.80249	13.98341	11.77857	10.13098	10.31434	61.54026	0.00156	22.32192	50.17044	65.80514
1525882740	3590433799317661206	1.0	14.68973	14.49039	9.32324	10.84689	12.1934	55.00071	0.01585	68.54248	31.91411	34.98826
1525584180	359043379931766098	1.0	12.01684	14.83837	16.76089	9.92262	9.30524	42.14253	0.00065	27.85888	8.28174	47.05561
1525868700	3590433799317661255	0.0	16.28931	7.67135	14.8172	13.84577	9.57126	47.72321	0.06179	69.13051	76.50864	64.2905
1525562760	863033069630348081	0.0	11.0479	13.2255	14.4826	13.74479	10.73064	51.75563	0.01583	59.43359	81.18196	27.21573
1526363100	8630330696303481339	0.0	11.98369	15.448	7.67275	13.10189	12.09774	33.86565	0.03711	31.48083	51.45897	26.46514
1526277780	3590433799317662493	1.0	11.54232	10.0407	16.17206	16.0446	14.83334	65.50081	0.02318	37.92178	19.71922	99.36602
1525602180	8630330696303482113	0.0	16.37357	7.68588	12.93586	12.65021	10.25239	69.03141	0.01037	44.53526	81.93725	61.60111
1526146740	359043379931766429	0.0	16.47752	6.98882	15.2074	13.8871	13.99963	61.82693	1.99803	25.32566	88.99116	2.03214
1526275380	863033069630348446	0.0	14.55436	7.59406	14.68706	14.95988	11.76978	58.8584	0.00409	63.38063	85.28334	87.26414
1526336880	8630330696303482477	1.0	13.76893	8.93704	15.23174	15.47297	14.6531	42.31277	0.16404	64.38617	36.16777	49.30491
1526276640	3590433799317662451	1.0	10.76638	13.0941	15.59219	15.75647	13.1622	16.09089	0.0068	46.9174	16.00197	11.99516
1525608600	863033069630348479	0.0	15.08302	9.50059	15.08488	13.22935	10.07897	52.00088	1.12081	52.28646	1.28336	17.51213
1526180400	8630330696303481289	1.0	11.53442	12.22873	11.57954	7.89449	8.37949	53.72713	0.00043	55.19887	49.46265	44.50021
1526192040	3590433799317661412	1.0	14.73392	12.25139	10.21952	9.65782	7.36733	67.0207	0.00022	69.88967	88.1653	35.58253
1526327580	359043379931766999	1.0	13.93517	12.86563	13.22768	9.53701	9.39352	38.32554	0.00072	50.91558	81.34097	61.70338
1525725600	8630330696303482170	1.0	13.16764	14.39979	7.18226	12.24122	8.54043	35.93396	0.0031	40.27564	95.27597	40.51837
1525956660	8630330696303482022	0.0	14.26947	11.88811	10.66172	13.66966	10.44204	81.77807	0.00496	51.73514	65.54845	55.43671
1526248560	3590433799317661602	0.0	12.37406	11.69921	13.67491	15.15613	16.22019	33.5726	0.01703	36.90378	89.67792	82.705
1525836420	8630330696303481602	1.0	12.79984	16.21774	8.76856	16.42622	10.98432	55.01139	0.00138	52.45194	55.59884	8.98632
1526375580	8630330696303482188	0.0	16.27059	9.15949	16.01003	13.42422	5.36583	57.69741	0.00064	70.69321	83.40296	26.39089
1525719780	863033069630348180	0.0	12.87604	5.2474	16.12696	12.12488	13.00376	46.09681	0.00033	60.07107	66.62893	66.15679
1525764900	863033069630348677	1.0	13.15213	13.1568	12.41248	8.82815	12.00479	58.05145	0.00306	47.8404	56.8105	4.43106
1526357580	3590433799317661032	0.0	16.99293	10.37133	15.04417	14.47869	11.22705	48.98912	0.14826	73.77133	46.79644	20.55763
1526265360	359043379931766551	1.0	13.14179	8.88349	15.97332	15.50513	16.28458	21.725	0.21332	59.17402	6.25388	62.89289
1525682940	3590433799317661198	1.0	14.52207	7.45898	15.40569	14.76649	16.56595	67.13097	0.09285	44.22893	88.01544	39.58872
1525953840	3590433799317661024	1.0	17.91724	11.68453	13.12863	7.69383	11.42552	33.5151	0.00361	56.3458	63.38508	71.54683
1525569780	8630330696303481081	1.0	13.55699	9.11321	15.75509	14.98405	15.91541	50.23797	0.03357	65.80458	67.51716	82.57528
1526385900	863033069630348495	1.0	13.87197	12.52755	13.1525	6.53765	8.38011	52.00517	0.00086	32.79263	13.80129	32.01304
1525780920	8630330696303481206	1.0	9.36247	13.50621	14.59298	15.14874	12.11426	58.17277	0.02741	52.95065	97.29712	48.0128
1525855140	863033069630348321	1.0	14.87093	14.31819	10.00534	12.40537	11.65198	16.2556	0.0007	45.42657	22.92979	64.76986
1525711740	863033069630348966	1.0	14.78035	14.95554	11.62315	10.35294	15.10275	44.89562	0.08306	44.66223	56.14183	24.68315
1526162100	359043379931766734	1.0	14.36217	14.77248	9.09184	11.82188	12.55129	37.52035	0.01376	27.068	30.44174	51.27908
1525868580	359043379931766437	0.0	15.06565	10.68225	13.32073	13.86423	10.00593	37.52137	0.03718	56.68437	85.72835	92.59727
1526355480	863033069630348123	1.0	15.59338	8.61444	13.53782	12.73819	15.05881	34.57032	0.56751	31.39163	74.49993	93.47705
1525591860	863033069630348271	1.0	13.65767	7.58518	13.05438	13.48615	14.17867	72.93839	0.0578	40.40286	37.77421	19.60145
1525869120	3590433799317661610	1.0	11.99749	12.57175	8.34037	9.38109	11.30066	42.91565	0.01882	47.85587	30.50351	36.48911
1525607700	359043379931766437	0.0	13.82517	10.4051	15.41529	13.87401	10.93907	42.00489	0.98249	56.4686	90.52413	89.38165
1525843980	3590433799317661560	1.0	13.36077	12.9366	12.40651	9.40573	7.04925	63.50627	0.00186	42.90997	89.65494	41.60974
1525548540	8630330696303481172	0.0	13.5039	10.16126	13.25182	12.1932	11.11232	49.83074	0.00119	63.69082	49.36596	8.35056
1525756800	8630330696303482410	1.0	14.69071	14.19169	11.61115	9.38129	10.31273	38.9671	0.00489	55.7449	89.70103	7.57755
1525610100	863033069630348412	0.0	16.18014	8.10154	14.83592	11.49224	12.17015	68.44281	0.42932	62.06178	53.90174	62.92846
1526300940	359043379931766098	0.0	12.22734	5.65486	17.40976	11.70241	9.56389	34.80965	0.00015	72.0914	64.14917	68.73744
1526384940	3590433799317661347	1.0	14.49197	11.45705	15.87862	14.2389	14.96062	57.32726	0.65244	66.62671	6.32465	20.64685
1525713780	3590433799317662493	1.0	15.73073	12.60759	11.58067	9.1068	8.35774	39.81927	0.00021	63.64247	50.99358	72.15307
1525590660	3590433799317661529	1.0	11.63155	10.97028	13.74225	13.11833	8.63215	66.24385	0.00304	36.92162	15.06311	87.15374
1525990200	359043379931766338	0.0	13.71359	11.79385	15.5246	13.63346	11.29408	51.11138	0.03441	72.20261	85.04794	68.04378
1525829820	3590433799317662089	0.0	12.71789	5.15235	19.02481	9.35534	11.79331	18.65697	7e-05	43.56592	85.54476	50.39531
1525982760	863033069630348024	1.0	12.06433	13.90902	13.42854	8.41665	9.16842	68.87589	0.0088	22.81901	37.32982	56.73235
1526010480	359043379931766106	1.0	11.27047	13.71366	13.59974	8.15588	10.15789	26.2408	0.00025	59.08083	67.59437	83.19709
1526014800	359043379931766064	0.0	9.56767	12.52689	14.52912	12.59662	14.93079	42.46019	0.66621	41.91559	82.12717	51.97268
1526295840	3590433799317662261	1.0	17.93808	12.45228	10.32161	11.44691	10.43624	62.40375	0.00015	46.57811	85.9421	15.22362
1525665900	863033069630348891	1.0	15.09231	9.15243	15.54244	13.8783	15.48273	64.86703	0.30881	72.21718	44.90966	34.99034
1526215140	8630330696303481636	0.0	12.43726	7.07049	18.87147	17.81884	14.12306	53.67454	0.11394	68.09882	90.81164	73.35797
1526322840	3590433799317662428	0.0	16.78797	10.97771	12.33212	13.0609	10.04935	80.91634	0.00704	70.59003	86.31512	1.96964
1526264340	3590433799317661800	1.0	16.25614	8.04858	16.72916	14.80121	15.13793	67.9484	1.09836	67.49883	44.05829	57.62534
1525686900	3590433799317661776	0.0	11.37939	10.42183	13.67795	15.32274	13.58716	62.28823	0.01229	44.88572	69.06863	38.21706
1525701360	3590433799317661859	1.0	15.93993	13.11097	13.3467	9.63996	11.28386	49.7815	0.00113	50.30578	31.45648	62.2022
1525790040	863033069630348271	0.0	13.201	10.23444	13.51169	15.0105	9.08015	56.16488	0.165	50.40096	51.0075	40.75488
1526167080	3590433799317661685	1.0	14.48647	13.74634	13.15058	9.05723	11.61129	71.63918	0.01009	22.31571	8.8532	28.3053
1526222940	8630330696303482030	1.0	12.75528	9.2341	15.18129	15.45748	12.09894	60.29826	0.06145	66.20607	48.45491	56.18546
1526000460	3590433799317662311	1.0	10.76544	12.9301	14.23605	7.21932	8.00818	47.15003	0.00061	76.02071	74.14194	6.79756
1526023380	359043379931766858	0.0	15.91315	10.71103	16.08679	15.01789	7.86141	52.00301	0.01558	49.95757	43.82093	83.71534
1525981020	8630330696303482428	1.0	12.829	9.36375	14.36906	14.99628	15.14275	60.06347	0.12224	37.94451	69.72739	10.02731
1525961400	3590433799317662147	0.0	14.02135	10.04203	13.98478	12.65128	13.06121	59.32095	0.0168	64.04996	9.28931	95.98064
1525889220	3590433799317661792	1.0	13.22709	9.13626	14.65506	15.18331	13.62515	64.31978	0.04903	47.05858	9.91364	61.28003
1526024640	8630330696303481065	1.0	15.40833	6.548	11.70531	14.18075	15.05143	57.61351	0.29027	35.49801	43.78215	74.21251
1525675440	359043379931766874	1.0	10.79191	11.56513	13.27905	13.02397	14.87822	31.8936	0.01423	46.10251	75.53069	15.63822
1526149320	359043379931766874	1.0	14.82113	11.44243	11.43943	11.03089	16.60687	56.10188	0.07592	40.3304	4.28351	39.07248
1525552980	8630330696303482139	1.0	13.07678	10.6263	12.15721	13.97	14.50614	37.61666	0.08183	53.67248	92.74463	50.33467
1525950300	8630330696303481867	0.0	12.2382	10.61609	13.90628	15.21027	10.26779	46.11745	0.00074	53.93405	24.28545	69.53177
1525611180	359043379931766247	1.0	13.82495	10.17447	12.26294	13.168	15.15917	57.33111	0.03669	54.94979	51.74573	44.27728
1525800000	3590433799317662022	0.0	13.63941	12.80038	13.42814	15.78338	9.10202	68.29569	0.02496	51.35542	74.0533	50.52933
1525580640	359043379931766445	0.0	14.67985	11.19474	15.41882	14.32581	11.26056	51.82166	0.00177	52.60426	41.49493	76.45151
1526174160	863033069630348206	1.0	15.36766	8.20787	11.21532	13.33251	16.40644	63.28005	0.37447	53.32807	73.97225	42.60442
1526050080	8630330696303481404	0.0	14.19779	12.90412	13.8488	14.53641	10.48231	72.76764	0.06749	27.02906	55.60879	94.60131
1526282460	863033069630348412	1.0	12.40977	13.52392	12.47852	10.65516	7.49901	65.4186	0.00069	61.71453	29.77159	0.20094
1525577700	359043379931766387	1.0	16.05944	12.79968	9.15405	8.8152	11.71348	67.18313	0.00068	65.39976	97.84773	41.20119
1526149980	8630330696303482410	1.0	16.13337	13.58117	10.18861	7.75692	13.64636	66.51378	0.00983	35.83407	97.98156	83.8411
1526122260	863033069630348909	0.0	16.22328	8.32198	17.98465	15.18759	9.30218	57.25459	0.15821	48.76547	45.97905	83.923
1526169180	359043379931766213	1.0	15.02476	13.87327	10.38698	9.28804	9.1045	52.93625	0.00085	64.10744	19.0358	64.05789
1526212920	359043379931766056	1.0	13.40606	13.46742	13.44198	9.89611	8.39335	58.23704	0.00282	51.46442	45.10144	61.63238
1526195820	359043379931766635	1.0	14.21847	7.86271	16.99372	15.55404	13.5358	60.38393	0.30073	74.5816	49.70996	88.54808
1525810800	3590433799317661040	1.0	15.08529	13.77312	10.94588	10.47448	10.69092	44.08826	0.00296	38.40504	26.55615	20.69552
1525692180	8630330696303481610	0.0	12.43391	7.99682	17.08733	13.37138	11.57438	49.15069	0.00015	66.72796	8.49471	62.24759
1525971720	863033069630348321	0.0	19.3225	5.82501	13.39688	13.40944	8.11929	56.99214	0.00235	72.70446	23.25634	18.28703
1526340120	863033069630348776	1.0	13.04371	7.73645	14.42098	15.10381	12.68682	56.05532	0.06474	51.75294	15.43956	73.11325
1525731240	8630330696303481602	1.0	12.59884	12.09462	11.36882	12.72719	14.84702	72.32554	0.0123	36.49299	41.3122	58.94187
1525627980	3590433799317661032	1.0	16.30322	9.39618	13.50117	12.75995	16.56481	37.02507	1.88477	66.8213	30.20224	71.18741
1526026800	3590433799317662287	0.0	13.18679	14.39392	11.48319	14.59783	11.33207	27.41313	0.54545	41.86526	59.58398	70.57789
1525859340	359043379931766643	1.0	16.75132	13.30533	10.91962	8.33223	12.5872	57.15829	0.00247	40.26622	45.0322	61.07465
1525953540	863033069630348255	0.0	12.90526	12.29582	12.31771	14.8233	10.69057	52.7049	0.03296	60.84233	20.82641	22.31547
1526018760	3590433799317661867	0.0	12.12772	11.61199	16.36007	13.96393	8.47288	53.52712	1.79315	53.59387	88.96821	28.5524
1526007000	8630330696303481529	0.0	14.11086	7.37399	11.8774	11.34974	14.08222	35.20739	0.00045	54.36999	75.03343	74.57448
1526306760	8630330696303481404	1.0	15.30424	10.4347	17.72991	15.32535	11.54169	44.33086	0.12635	32.78117	49.32469	74.01424
1526376000	359043379931766403	1.0	13.3857	13.77756	9.12595	11.03921	9.63	56.39204	0.00047	42.12289	82.24468	45.77868
1525612200	863033069630348560	1.0	13.19047	11.86303	10.15979	7.91834	8.8825	26.01349	0.00145	41.54108	65.45974	58.00155
1525979940	359043379931766767	1.0	15.46206	14.51959	9.42708	12.68557	9.70009	54.99809	0.00318	49.29693	0.25157	9.14137
1525711920	8630330696303481016	0.0	15.50396	8.47682	12.20088	14.70525	10.06152	77.79333	0.08326	62.25458	9.51731	62.5017
1525596120	863033069630348347	0.0	12.88439	9.86454	13.87671	16.21283	7.42092	42.88612	0.01842	54.28235	35.57344	70.15107
1525521060	8630330696303482030	1.0	12.92241	14.48079	12.00003	9.81338	10.04279	69.52809	0.00155	24.17443	65.7357	15.61724
1525722060	3590433799317661214	0.0	15.70678	9.88281	13.71067	14.86569	10.52398	68.18713	0.01091	31.38675	15.07519	53.41046
1526368260	863033069630348867	0.0	13.90931	9.59738	14.1551	14.18111	7.78724	53.89534	0.31985	26.52411	23.41144	9.77634
1525615860	8630330696303481511	1.0	9.68357	14.91247	10.53529	12.20665	6.08165	61.99036	0.0006	53.70678	81.87194	33.43367
1526143980	3590433799317661586	1.0	11.32097	13.37632	8.41884	10.28994	5.4936	36.49875	0.00106	35.7338	65.84082	79.51259
1526096640	8630330696303481040	1.0	16.59178	14.28008	13.77497	10.42848	10.66043	53.33174	0.01027	49.69813	17.82966	58.01575
1525826460	3590433799317662436	0.0	14.70469	10.49272	11.14968	12.82059	14.1908	53.06861	0.26926	67.7227	54.63176	12.81737
1526074200	863033069630348602	1.0	14.78716	11.79051	13.95553	12.26534	11.59591	47.4342	0.0901	20.39941	71.52638	75.73882
1526349540	863033069630348925	0.0	17.04449	10.00102	13.35244	12.74339	8.1351	71.06492	0.01266	36.28547	84.37163	85.18087
1525725360	863033069630348123	1.0	14.80002	13.98909	7.8925	10.29046	10.63415	59.01381	0.0042	55.18855	52.53131	86.89912
1526406660	3590433799317661156	1.0	11.96906	15.66944	13.77142	12.39391	8.12283	76.58699	0.00429	67.05965	40.79746	49.57078
1525848480	863033069630348909	1.0	15.64231	12.19517	9.07712	7.77547	8.38527	65.22793	0.00016	68.97647	94.42849	58.9025
1525997460	3590433799317662287	1.0	14.87821	10.83441	13.72476	11.46624	7.88485	14.8767	0.01792	44.54143	77.91564	30.2539
1526109840	359043379931766569	0.0	17.41181	10.32568	13.1921	12.94773	10.53499	43.93681	0.00282	40.83359	72.86801	89.79313
1526245980	3590433799317661925	1.0	13.17545	13.79278	11.53689	10.42313	7.38298	55.18896	0.00016	64.0565	27.10058	91.84121
1525628160	8630330696303482295	1.0	11.8167	13.88416	11.09835	11.11862	8.65939	61.95546	0.00258	47.9852	50.26236	74.91693
1526328780	8630330696303481891	1.0	13.03785	14.79128	10.6007	9.46356	11.09769	37.23914	0.01224	36.74074	92.84587	95.99397
1526124540	3590433799317661404	0.0	13.22262	9.92935	11.77428	16.37896	8.57969	53.7235	0.00468	63.11378	49.41794	79.76344
1526285580	359043379931766684	1.0	18.64338	11.90264	11.05987	7.7027	14.24611	34.80693	0.005	78.65707	13.20492	63.21429
1525907220	863033069630348263	0.0	14.04245	11.07328	14.78326	15.73005	8.98433	55.78007	0.00792	35.41223	53.20123	34.40978
1526020920	3590433799317662485	1.0	14.18059	11.55646	14.10651	13.22741	11.98519	57.82577	0.00585	49.43698	3.21385	18.60716
1525856940	3590433799317662220	0.0	13.58392	13.65689	10.72247	10.52476	9.86408	83.41591	0.01062	78.76566	48.28899	72.1857
1525867920	3590433799317661909	1.0	10.07388	11.93995	11.92457	12.52509	13.45871	49.36768	0.00304	64.6295	66.85309	35.13912
1525619940	3590433799317661644	1.0	16.26975	7.86826	10.90982	11.05122	14.69005	50.55121	0.90801	25.99588	46.6012	82.44456
1525593180	359043379931766882	1.0	13.32041	13.16283	9.69687	7.00614	10.35112	41.15117	0.01223	51.53897	49.55505	94.69776
1526067180	863033069630348313	0.0	16.49598	7.07722	15.52091	13.61254	8.25998	55.08864	0.16361	44.81259	2.72427	73.54302
1525539060	3590433799317662089	0.0	15.64012	13.09472	9.66286	8.84918	12.76063	56.18624	0.03981	55.99492	8.76309	59.07228
1525622640	3590433799317661248	1.0	12.57656	10.90293	12.80851	14.47626	11.25328	43.93242	0.0386	47.14733	72.14629	82.09347
1525863480	8630330696303481016	1.0	15.15209	12.37879	11.38873	6.03911	10.64652	34.64553	0.08592	33.51795	28.50377	66.37683
1525608780	3590433799317662253	1.0	14.88517	13.88038	13.17461	12.20514	10.66482	41.30834	0.78426	52.90992	27.23527	17.30075
1525644420	8630330696303481727	1.0	12.40778	14.51502	5.26684	11.51229	12.22871	55.59554	0.05792	42.43645	50.05319	77.85949
