latitude 	longitude 	store_name	code	location	imei               
-20.88231	55.4504   	680.0     	99.0	173.0   	8.630330696303481e+18
40.65995 	-111.99633	389.0     	122.0	48.0    	3.590433799317662e+18
32.54278 	111.50861 	190.0     	25.0	116.0   	3.590433799317662e+17
51.14942 	15.00835  	907.0     	95.0	168.0   	3.590433799317666e+17
-7.73379 	113.69785 	85.0      	54.0	102.0   	3.5904337993176685e+17
41.92361 	20.91361  	98.0      	74.0	161.0   	3.590433799317661e+18
41.9001  	-71.08977 	794.0     	122.0	73.0    	8.630330696303481e+18
49.03685 	8.70745   	112.0     	30.0	138.0   	3.590433799317661e+18
55.75556 	60.70278  	591.0     	102.0	127.0   	3.590433799317661e+18
-7.54972 	110.71639 	548.0     	54.0	102.0   	3.590433799317661e+18
39.96348 	-4.83076  	786.0     	38.0	150.0   	8.630330696303481e+18
32.61603 	44.02488  	381.0     	58.0	89.0    	3.590433799317661e+18
26.91756 	-82.07842 	643.0     	122.0	73.0    	3.5904337993176617e+18
51.04962 	12.1369   	906.0     	30.0	138.0   	3.590433799317662e+18
45.4473  	-73.75335 	211.0     	17.0	86.0    	8.630330696303482e+18
47.48444 	36.25361  	625.0     	120.0	170.0   	3.590433799317662e+18
43.62558 	13.39954  	237.0     	60.0	157.0   	8.63033069630348e+17
-31.4488 	-60.93173 	232.0     	4.0 	37.0    	3.590433799317661e+18
47.90771 	106.88324 	837.0     	77.0	122.0   	3.590433799317664e+17
52.71083 	5.74861   	228.0     	87.0	135.0   	8.630330696303485e+17
-23.44361	-51.87389 	708.0     	14.0	84.0    	3.590433799317661e+18
54.84444 	38.16694  	386.0     	102.0	153.0   	8.630330696303482e+18
41.84364 	-87.71255 	760.0     	122.0	45.0    	3.590433799317665e+17
38.54491 	-121.74052	194.0     	122.0	63.0    	8.630330696303482e+18
51.26    	-2.1875   	881.0     	43.0	149.0   	8.630330696303484e+17
45.44694 	8.62118   	562.0     	60.0	157.0   	8.630330696303482e+17
51.82721 	107.60627 	838.0     	102.0	101.0   	8.630330696303483e+17
34.25628 	-78.04471 	441.0     	122.0	73.0    	8.630330696303485e+17
39.00622 	-77.4286  	768.0     	122.0	73.0    	3.5904337993176634e+17
32.42067 	-104.22884	139.0     	122.0	48.0    	3.59043379931767e+17
22.98212 	-80.58556 	176.0     	28.0	58.0    	3.590433799317662e+18
35.0     	136.51667 	410.0     	62.0	121.0   	8.630330696303482e+18
33.86419 	48.26258  	19.0      	59.0	120.0   	8.630330696303482e+18
32.55531 	76.12647  	150.0     	57.0	106.0   	8.630330696303482e+18
33.41012 	-91.06177 	286.0     	122.0	45.0    	3.5904337993176646e+17
48.07667 	8.64409   	821.0     	30.0	138.0   	3.5904337993176617e+18
9.57046  	76.32756  	372.0     	57.0	106.0   	3.590433799317661e+18
-33.75881	150.99292 	71.0      	6.0 	134.0   	8.630330696303482e+18
53.0233  	-1.48119  	78.0      	43.0	149.0   	3.590433799317661e+18
17.54907 	82.85749  	226.0     	57.0	106.0   	3.5904337993176666e+17
15.73628 	75.96976  	260.0     	57.0	106.0   	3.5904337993176617e+18
9.91861  	-68.30472 	812.0     	125.0	44.0    	3.5904337993176617e+18
40.55851 	17.80774  	494.0     	60.0	157.0   	3.590433799317662e+18
52.86147 	9.5926    	871.0     	30.0	138.0   	8.630330696303482e+18
18.65297 	-72.09391 	809.0     	53.0	76.0    	3.5904337993176617e+18
23.07492 	88.28637  	600.0     	57.0	106.0   	3.590433799317665e+17
53.78333 	-1.06667  	724.0     	43.0	149.0   	3.590433799317661e+18
-37.88333	145.06667 	141.0     	6.0 	132.0   	8.630330696303482e+17
-26.22861	-52.67056 	606.0     	14.0	84.0    	8.630330696303482e+18
60.02427 	30.28491  	409.0     	102.0	153.0   	8.630330696303482e+18
22.4711  	88.1453   	641.0     	57.0	106.0   	8.630330696303482e+17
14.62072 	74.83554  	746.0     	57.0	106.0   	8.630330696303482e+18
37.51803 	15.00913  	508.0     	60.0	157.0   	8.630330696303487e+17
68.79833 	16.54165  	303.0     	88.0	154.0   	8.630330696303482e+18
10.29085 	105.75635 	678.0     	126.0	99.0    	3.590433799317662e+18
30.35028 	112.19028 	364.0     	25.0	116.0   	8.63033069630348e+17
14.67751 	-60.94228 	438.0     	78.0	67.0    	3.590433799317662e+18
44.75874 	19.21437  	91.0      	8.0 	159.0   	3.5904337993176617e+18
48.46458 	9.22796   	617.0     	30.0	138.0   	8.630330696303482e+18
36.75965 	137.36215 	532.0     	62.0	121.0   	3.590433799317663e+17
-22.97056	-46.99583 	848.0     	14.0	84.0    	3.5904337993176617e+18
22.10194 	85.37752  	61.0      	57.0	106.0   	3.590433799317669e+17
52.53048 	13.29371  	155.0     	30.0	138.0   	3.5904337993176617e+18
46.23899 	-63.13414 	156.0     	17.0	57.0    	8.630330696303482e+18
31.84568 	-102.36764	574.0     	122.0	45.0    	8.630330696303487e+17
-4.06667 	37.73333  	688.0     	119.0	12.0    	3.590433799317662e+18
-23.7975 	-48.59278 	122.0     	14.0	84.0    	8.630330696303482e+18
44.99012 	-123.02621	392.0     	122.0	63.0    	8.630330696303482e+18
38.96667 	-0.18333  	261.0     	38.0	150.0   	8.630330696303481e+18
52.47774 	10.5511   	272.0     	30.0	138.0   	3.5904337993176646e+17
38.40917 	112.73333 	890.0     	25.0	116.0   	3.5904337993176617e+18
41.72059 	-87.70172 	234.0     	122.0	45.0    	8.630330696303483e+18
41.27621 	-72.86843 	216.0     	122.0	73.0    	3.5904337993176617e+18
53.00974 	-3.05814  	663.0     	43.0	149.0   	8.630330696303482e+18
20.22816 	-103.5687 	902.0     	81.0	71.0    	3.59043379931766e+17
41.94175 	123.50266 	328.0     	25.0	116.0   	3.590433799317662e+18
36.91023 	-121.75689	875.0     	122.0	63.0    	8.630330696303488e+17
52.66277 	-2.01111  	283.0     	43.0	149.0   	3.590433799317667e+17
-31.25033	-61.4867  	648.0     	4.0 	37.0    	8.630330696303482e+18
38.91817 	-78.19444 	256.0     	122.0	73.0    	3.590433799317661e+18
41.54566 	-71.29144 	499.0     	122.0	73.0    	8.630330696303488e+17
0.76755  	24.43973  	893.0     	18.0	25.0    	3.590433799317669e+17
34.31    	-2.16     	359.0     	71.0	10.0    	8.630330696303482e+17
13.56667 	-15.6     	239.0     	47.0	6.0     	8.63033069630348e+17
59.80917 	30.38167  	738.0     	102.0	153.0   	3.590433799317663e+17
48.8222  	2.12213   	437.0     	41.0	155.0   	3.590433799317666e+17
12.18441 	18.69303  	512.0     	112.0	30.0    	3.590433799317667e+17
47.05    	15.46667  	699.0     	5.0 	165.0   	3.590433799317663e+17
48.46458 	9.22796   	617.0     	30.0	138.0   	8.630330696303482e+18
50.76306 	-1.29772  	178.0     	43.0	149.0   	3.590433799317661e+18
55.64776 	38.02486  	472.0     	102.0	153.0   	8.630330696303482e+18
29.98869 	122.20488 	909.0     	25.0	116.0   	8.630330696303481e+18
50.79205 	-1.08593  	762.0     	43.0	149.0   	8.630330696303482e+18
30.76468 	74.12286  	377.0     	94.0	105.0   	8.630330696303487e+17
-2.13404 	-79.59415 	501.0     	35.0	56.0    	8.630330696303487e+17
-28.81833	-52.51028 	752.0     	14.0	84.0    	8.630330696303489e+17
53.94313 	10.30215  	55.0      	30.0	138.0   	3.590433799317661e+18
43.91452 	-69.96533 	117.0     	122.0	73.0    	8.630330696303488e+17
50.11861 	-5.53715  	612.0     	43.0	149.0   	8.630330696303482e+18
46.23899 	-63.13414 	156.0     	17.0	57.0    	3.590433799317661e+18
-20.88231	55.4504   	680.0     	99.0	173.0   	8.630330696303482e+17
54.39304 	53.26023  	72.0      	102.0	153.0   	8.630330696303488e+17
-6.8     	39.25     	469.0     	119.0	12.0    	8.630330696303482e+18
41.16704 	-73.20483 	113.0     	122.0	73.0    	3.590433799317661e+18
49.07866 	30.96755  	911.0     	120.0	147.0   	8.630330696303481e+18
23.02677 	113.13148 	247.0     	25.0	116.0   	3.590433799317667e+17
48.46458 	9.22796   	617.0     	30.0	138.0   	8.630330696303482e+18
39.43534 	-84.20299 	439.0     	122.0	73.0    	8.630330696303482e+18
48.06919 	11.37703  	265.0     	30.0	138.0   	8.630330696303481e+18
41.57439 	24.71204  	749.0     	11.0	162.0   	3.5904337993176634e+17
34.8825  	128.62667 	745.0     	65.0	115.0   	3.590433799317661e+18
30.21121 	74.4818   	473.0     	57.0	106.0   	3.590433799317661e+18
51.19139 	6.51352   	411.0     	30.0	138.0   	8.630330696303483e+18
49.88307 	-119.48568	393.0     	17.0	87.0    	8.630330696303482e+18
-22.92306	-53.13722 	455.0     	14.0	84.0    	8.630330696303482e+18
40.55851 	17.80774  	494.0     	60.0	157.0   	8.630330696303482e+18
50.76306 	-1.29772  	178.0     	43.0	149.0   	8.630330696303483e+18
11.12018 	76.11996  	478.0     	57.0	106.0   	8.630330696303481e+18
10.7375  	122.9666  	789.0     	93.0	111.0   	8.630330696303482e+18
45.53929 	-122.38731	822.0     	122.0	63.0    	3.5904337993176627e+18
45.16024 	-93.08883 	453.0     	122.0	45.0    	8.630330696303482e+18
33.37526 	74.3092   	652.0     	57.0	106.0   	8.630330696303488e+17
33.4425  	129.96972 	380.0     	62.0	121.0   	3.590433799317662e+18
6.46838  	-73.26022 	750.0     	26.0	42.0    	8.630330696303487e+17
-7.76667 	35.7      	342.0     	119.0	12.0    	3.5904337993176617e+18
50.073658	14.41854  	635.0     	29.0	156.0   	3.590433799317661e+18
-32.05251	115.88782 	885.0     	6.0 	133.0   	8.630330696303481e+18
-5.41667 	38.01667  	153.0     	119.0	12.0    	3.5904337993176646e+17
35.50056 	117.63083 	621.0     	25.0	116.0   	8.630330696303483e+18
34.85    	117.33333 	791.0     	25.0	116.0   	8.630330696303482e+18
48.73218 	11.18709  	541.0     	30.0	138.0   	3.59043379931766e+17
37.65181 	120.33063 	456.0     	25.0	116.0   	3.590433799317665e+17
-7.73379 	113.69785 	85.0      	54.0	102.0   	3.590433799317661e+18
36.64852 	51.49621  	568.0     	59.0	120.0   	3.590433799317666e+17
41.14676 	-73.49484 	542.0     	122.0	73.0    	8.630330696303482e+18
18.18158 	76.03889  	585.0     	57.0	106.0   	3.59043379931766e+17
7.83389  	-72.47417 	859.0     	26.0	42.0    	3.590433799317667e+17
51.12794 	4.21372   	802.0     	10.0	140.0   	3.590433799317662e+18
34.77453 	-96.67834 	4.0       	122.0	45.0    	3.590433799317661e+18
37.13548 	-3.67029  	436.0     	38.0	150.0   	8.630330696303489e+17
42.52787 	-70.92866 	608.0     	122.0	73.0    	3.590433799317662e+18
-8.28333 	-35.03333 	127.0     	14.0	80.0    	8.630330696303481e+18
45.35    	126.28333 	737.0     	25.0	116.0   	8.630330696303487e+17
22.83957 	91.84128  	477.0     	9.0 	96.0    	3.5904337993176634e+17
34.8825  	128.62667 	745.0     	65.0	115.0   	8.630330696303483e+17
23.07492 	88.28637  	600.0     	57.0	106.0   	8.630330696303482e+18
45.50369 	11.412    	514.0     	60.0	157.0   	3.590433799317669e+17
48.21644 	9.02596   	17.0      	30.0	138.0   	3.5904337993176646e+17
35.82756 	137.95378 	336.0     	62.0	121.0   	3.590433799317665e+17
19.21667 	73.08333  	207.0     	57.0	106.0   	8.630330696303481e+18
52.14    	5.58472   	65.0      	87.0	135.0   	3.5904337993176614e+17
25.49043 	85.94001  	798.0     	57.0	106.0   	3.590433799317668e+17
44.59445 	11.04979  	144.0     	60.0	157.0   	8.630330696303489e+17
18.03496 	-66.8499  	897.0     	96.0	79.0    	3.590433799317664e+17
10.15031 	-73.9614  	225.0     	26.0	42.0    	8.630330696303487e+17
47.56494 	31.33078  	867.0     	120.0	147.0   	8.630330696303483e+18
-10.91111	-37.07167 	37.0      	14.0	64.0    	8.630330696303482e+18
4.94273  	15.87735  	142.0     	19.0	5.0     	8.630330696303485e+17
-10.33333	39.28333  	571.0     	119.0	12.0    	3.5904337993176666e+17
0.51667  	101.44167 	610.0     	54.0	102.0   	3.5904337993176614e+17
41.9001  	-71.08977 	794.0     	122.0	73.0    	8.630330696303483e+17
41.8542  	-87.66561 	462.0     	122.0	45.0    	8.630330696303482e+18
3.8801   	-77.03116 	121.0     	26.0	42.0    	8.630330696303482e+18
47.90771 	106.88324 	837.0     	77.0	122.0   	3.5904337993176617e+18
57.30185 	39.85331  	266.0     	102.0	153.0   	3.590433799317661e+18
40.34912 	-111.90466	709.0     	122.0	48.0    	8.630330696303481e+18
7.6      	4.18333   	581.0     	85.0	22.0    	8.630330696303482e+18
18.65297 	-72.09391 	809.0     	53.0	76.0    	3.590433799317662e+17
10.66668 	-61.51889 	630.0     	117.0	77.0    	8.630330696303489e+17
15.58552 	102.42587 	120.0     	113.0	91.0    	8.630330696303482e+18
48.77275 	5.16108   	60.0      	41.0	155.0   	3.590433799317667e+17
15.46063 	99.89166  	805.0     	113.0	91.0    	3.5904337993176614e+17
0.76755  	24.43973  	893.0     	18.0	25.0    	8.630330696303482e+18
36.06386 	4.62744   	223.0     	34.0	3.0     	8.630330696303482e+17
38.45598 	48.87498  	48.0      	7.0 	90.0    	3.5904337993176617e+18
68.79833 	16.54165  	303.0     	88.0	154.0   	8.630330696303484e+17
12.25282 	79.41727  	274.0     	57.0	106.0   	3.590433799317662e+18
38.58894 	-89.99038 	236.0     	122.0	45.0    	8.630330696303481e+18
27.34089 	117.4831  	729.0     	25.0	116.0   	3.590433799317662e+18
22.75218 	72.68533  	400.0     	57.0	106.0   	8.630330696303483e+18
2.41669  	30.98551  	593.0     	121.0	18.0    	8.630330696303482e+18
48.06919 	11.37703  	265.0     	30.0	138.0   	8.630330696303482e+18
38.47917 	-1.325    	368.0     	38.0	150.0   	3.590433799317661e+18
53.37596 	51.3452   	588.0     	102.0	158.0   	8.63033069630348e+17
33.86419 	48.26258  	19.0      	59.0	120.0   	3.590433799317662e+18
19.32932 	-98.1664  	172.0     	81.0	71.0    	8.630330696303482e+18
34.65918 	109.22921 	894.0     	25.0	116.0   	3.590433799317661e+18
42.64031 	125.51176 	209.0     	25.0	116.0   	3.5904337993176617e+18
46.1351  	-60.1831  	783.0     	17.0	53.0    	8.630330696303483e+18
36.08497 	9.37082   	741.0     	115.0	34.0    	3.590433799317662e+18
54.52156 	9.5586    	717.0     	30.0	138.0   	3.590433799317661e+18
57.97472 	33.2525   	847.0     	102.0	153.0   	3.5904337993176617e+18
-7.73379 	113.69785 	85.0      	54.0	102.0   	8.630330696303489e+17
32.54278 	111.50861 	190.0     	25.0	116.0   	3.590433799317668e+17
37.08819 	-8.2503   	18.0      	98.0	148.0   	8.630330696303482e+18
40.93333 	73.0      	354.0     	64.0	93.0    	3.590433799317661e+18
-38.16604	145.13643 	250.0     	6.0 	132.0   	3.590433799317669e+17
53.43333 	-7.95     	49.0      	55.0	144.0   	8.630330696303483e+18
45.44868 	-73.81669 	624.0     	17.0	86.0    	3.5904337993176617e+18
45.4473  	-73.75335 	211.0     	17.0	86.0    	3.5904337993176614e+17
22.37066 	114.10479 	823.0     	50.0	100.0   	3.590433799317663e+17
40.64621 	-73.97069 	397.0     	122.0	73.0    	3.590433799317662e+18
1.6561   	103.6032  	417.0     	82.0	108.0   	8.63033069630348e+17
42.97086 	-82.42491 	628.0     	122.0	49.0    	3.590433799317661e+18
37.31065 	13.57661  	8.0       	60.0	157.0   	8.630330696303482e+17
10.66668 	-61.51889 	630.0     	117.0	77.0    	8.630330696303482e+18
22.83957 	91.84128  	477.0     	9.0 	96.0    	3.590433799317662e+18
12.74409 	-8.07257  	387.0     	75.0	4.0     	8.630330696303482e+18
-30.60106	-71.19901 	590.0     	23.0	82.0    	3.590433799317662e+18
40.60538 	-73.75513 	238.0     	122.0	73.0    	8.630330696303483e+18
57.97472 	33.2525   	847.0     	102.0	153.0   	3.5904337993176617e+18
49.68369 	8.61839   	82.0      	30.0	138.0   	8.630330696303481e+18
11.50526 	77.23826  	712.0     	57.0	106.0   	3.5904337993176614e+17
18.87813 	72.93924  	841.0     	57.0	106.0   	3.590433799317662e+18
-8.73508 	24.99798  	375.0     	18.0	25.0    	8.630330696303482e+18
41.47892 	-87.45476 	715.0     	122.0	45.0    	3.5904337993176617e+18
47.4943  	-122.24092	118.0     	122.0	63.0    	8.630330696303484e+17
51.21667 	6.26667   	718.0     	30.0	138.0   	8.630330696303483e+18
26.18924 	-98.15529 	694.0     	122.0	45.0    	3.590433799317661e+18
12.97389 	123.99333 	758.0     	93.0	111.0   	3.590433799317664e+17
50.80904 	8.77069   	480.0     	30.0	138.0   	3.5904337993176685e+17
15.79408 	104.1451  	896.0     	113.0	91.0    	8.630330696303482e+18
-19.72806	-50.19556 	348.0     	14.0	84.0    	3.5904337993176617e+18
49.144482	15.006139 	363.0     	29.0	156.0   	3.590433799317661e+18
50.75    	2.25      	682.0     	41.0	155.0   	8.630330696303481e+18
51.35084 	-1.99421  	202.0     	43.0	149.0   	3.59043379931767e+17
8.88988  	-79.62603 	853.0     	90.0	74.0    	8.630330696303481e+18
41.55838 	-81.56929 	169.0     	122.0	73.0    	8.630330696303483e+17
41.1053  	-7.32097  	184.0     	98.0	148.0   	3.590433799317667e+17
1.6      	103.81667 	840.0     	82.0	108.0   	3.590433799317662e+18
-34.64167	-60.47389 	149.0     	4.0 	36.0    	8.630330696303481e+18
41.41204 	2.18247   	912.0     	38.0	150.0   	8.630330696303482e+18
41.84364 	-87.71255 	760.0     	122.0	45.0    	8.630330696303489e+17
18.65297 	-72.09391 	809.0     	53.0	76.0    	3.590433799317662e+18
43.71032 	-1.05366  	196.0     	41.0	155.0   	3.590433799317662e+18
-0.71667 	-48.52333 	759.0     	14.0	41.0    	3.590433799317662e+18
1.6561   	103.6032  	417.0     	82.0	108.0   	8.630330696303482e+18
53.59337 	9.47629   	766.0     	30.0	138.0   	8.630330696303482e+18
52.47774 	10.5511   	272.0     	30.0	138.0   	3.5904337993176617e+18
-4.42472 	-41.45861 	609.0     	14.0	52.0    	8.630330696303482e+18
39.32011 	-76.51552 	669.0     	122.0	73.0    	3.590433799317665e+17
-2.13404 	-79.59415 	501.0     	35.0	56.0    	3.5904337993176617e+18
39.78504 	-85.76942 	284.0     	122.0	59.0    	8.630330696303482e+18
40.87363 	14.34085  	865.0     	60.0	157.0   	8.630330696303482e+18
-34.74785	-58.70072 	627.0     	4.0 	36.0    	3.590433799317662e+18
43.83125 	5.03586   	147.0     	41.0	155.0   	3.5904337993176685e+17
38.96667 	-0.18333  	261.0     	38.0	150.0   	3.590433799317661e+18
3.51667  	11.5      	489.0     	24.0	14.0    	8.630330696303481e+18
38.45598 	48.87498  	48.0      	7.0 	90.0    	3.590433799317661e+18
37.49223 	15.07041  	145.0     	60.0	157.0   	8.630330696303482e+17
59.33333 	18.28333  	101.0     	106.0	163.0   	3.590433799317661e+18
24.28859 	116.11768 	492.0     	25.0	116.0   	8.630330696303482e+18
26.32293 	91.00632  	66.0      	57.0	106.0   	3.5904337993176617e+18
-19.72806	-50.19556 	348.0     	14.0	84.0    	8.630330696303482e+18
20.22816 	-103.5687 	902.0     	81.0	71.0    	3.590433799317662e+18
-38.65333	178.00417 	275.0     	89.0	174.0   	3.590433799317661e+18
-0.35817 	42.54536  	406.0     	109.0	27.0    	8.630330696303489e+17
54.60528 	18.34717  	658.0     	95.0	168.0   	3.5904337993176634e+17
36.92574 	14.72443  	650.0     	60.0	157.0   	3.590433799317662e+18
19.32889 	-99.32556 	696.0     	81.0	71.0    	8.630330696303481e+18
51.38673 	0.30367   	304.0     	43.0	149.0   	3.590433799317665e+17
45.43341 	-73.86586 	74.0      	17.0	86.0    	8.630330696303481e+18
50.8     	3.16667   	883.0     	10.0	140.0   	3.5904337993176685e+17
25.66795 	85.83636  	187.0     	57.0	106.0   	3.590433799317661e+18
48.98693 	2.44892   	278.0     	41.0	155.0   	3.590433799317665e+17
55.64776 	38.02486  	472.0     	102.0	153.0   	3.590433799317661e+18
40.72371 	-73.95097 	285.0     	122.0	73.0    	8.630330696303489e+17
35.21222 	2.31889   	415.0     	34.0	3.0     	3.5904337993176617e+18
50.06    	43.2379   	500.0     	102.0	167.0   	3.59043379931767e+17
33.76446 	-117.79394	559.0     	122.0	63.0    	8.630330696303482e+18
50.86079 	17.4674   	119.0     	95.0	168.0   	8.63033069630348e+17
-17.73648	168.31366 	631.0     	127.0	175.0   	3.5904337993176617e+18
41.50343 	-74.01042 	546.0     	122.0	73.0    	8.630330696303482e+18
23.1959  	86.51499  	395.0     	57.0	106.0   	8.630330696303484e+17
55.64776 	38.02486  	472.0     	102.0	153.0   	8.630330696303482e+18
33.98154 	-81.23621 	446.0     	122.0	73.0    	8.630330696303488e+17
51.82721 	107.60627 	838.0     	102.0	101.0   	8.630330696303485e+17
-12.91667	-39.25    	524.0     	14.0	40.0    	8.630330696303488e+17
49.73843 	13.373637 	623.0     	29.0	156.0   	3.5904337993176617e+18
5.4709   	100.24529 	70.0      	82.0	108.0   	8.630330696303481e+18
5.20856  	-74.73584 	317.0     	26.0	42.0    	8.630330696303482e+18
57.30185 	39.85331  	266.0     	102.0	153.0   	3.590433799317662e+18
41.72063 	12.6723   	41.0      	60.0	157.0   	8.630330696303482e+18
48.46458 	9.22796   	617.0     	30.0	138.0   	3.5904337993176634e+17
48.77644 	2.29026   	714.0     	41.0	155.0   	3.5904337993176617e+18
47.46657 	84.87144  	904.0     	66.0	88.0    	3.5904337993176617e+18
39.32011 	-76.51552 	669.0     	122.0	73.0    	3.590433799317662e+17
29.53885 	-95.44744 	254.0     	122.0	45.0    	3.590433799317661e+18
40.72371 	-73.95097 	285.0     	122.0	73.0    	8.630330696303481e+18
34.25807 	-88.70464 	826.0     	122.0	45.0    	3.590433799317662e+17
53.7446  	-0.33525  	403.0     	43.0	149.0   	8.630330696303482e+17
50.8     	3.16667   	883.0     	10.0	140.0   	8.63033069630348e+17
19.04222 	-98.11889 	143.0     	81.0	71.0    	8.630330696303482e+18
53.78333 	-1.06667  	724.0     	43.0	149.0   	8.630330696303482e+18
28.15112 	-82.46148 	465.0     	122.0	73.0    	3.590433799317663e+17
30.29184 	71.67164  	644.0     	94.0	105.0   	8.630330696303482e+18
36.53333 	136.61667 	554.0     	62.0	121.0   	3.590433799317662e+18
34.86472 	117.55417 	903.0     	25.0	116.0   	8.630330696303482e+18
43.41949 	77.0202   	587.0     	66.0	88.0    	3.5904337993176646e+17
37.35813 	-6.03731  	695.0     	38.0	150.0   	3.590433799317669e+17
14.93333 	-91.11667 	160.0     	49.0	55.0    	3.590433799317663e+17
32.42067 	-104.22884	139.0     	122.0	48.0    	8.630330696303489e+17
