ts,imei,mwra,c.android.youtube,c.dogalize,c.android.gm,c.katana,c.android.chrome,c.updateassist,c.raider,c.android.vending,c.UCMobile.x86,c.UCMobile.intl
1525645620,8630330696303482295,0.0,10.87663,10.65754,14.35625,14.28139,10.41207,50.40159,0.0014,63.08458,98.09048,27.97415
1525718280,8630330696303481404,1.0,11.99097,11.98865,11.52486,11.45532,13.51486,34.43522,0.01084,50.88289,34.76406,6.53182
1526318160,3590433799317661438,0.0,13.68007,12.30257,13.19961,14.64708,9.58547,33.79594,0.00258,50.56611,61.47961,80.26654
1526359740,359043379931766676,1.0,16.00112,13.27804,10.82682,11.1289,7.78533,43.52196,0.00035,53.92691,60.8397,45.41803
1525664100,359043379931766841,1.0,17.69626,11.97338,8.83846,6.98988,13.3092,40.20511,0.00448,54.04734,32.65114,38.33328
1525547760,3590433799317662469,1.0,14.0235,13.61183,11.49445,8.89887,11.74129,34.46818,0.0281,40.31393,24.18812,67.65791
1526242200,3590433799317661131,1.0,13.69217,13.78457,9.20752,11.67506,9.55738,56.48898,0.00047,63.1826,31.3823,18.7801
1525722480,359043379931766932,1.0,13.14113,13.28316,14.96354,13.39267,10.10538,29.41147,0.04564,36.43244,42.77046,90.09343
1525598760,3590433799317661156,1.0,13.90884,11.45717,12.91397,11.94336,14.16107,67.48719,0.2217,49.27224,97.80791,52.05697
1526142000,3590433799317661198,1.0,16.87569,9.12696,15.73731,14.12694,11.69433,55.74728,0.60612,56.94208,60.57619,26.96474
1525897440,359043379931766445,0.0,10.47422,13.9057,13.70334,15.68579,12.20094,77.23954,0.00572,56.71521,82.09882,34.35986
1525543440,3590433799317661446,1.0,12.60265,11.84286,11.41774,11.75,12.89116,36.25097,0.00586,44.2633,62.93455,38.23674
1526186580,3590433799317661305,1.0,15.4595,15.17729,12.84858,9.91639,10.5651,63.4722,0.00825,35.90602,97.83811,20.64327
1526040780,3590433799317661545,1.0,11.18554,11.60394,12.27507,13.88184,13.57839,48.11198,0.01721,71.32163,97.03082,32.61772
1526297220,863033069630348115,0.0,11.21737,7.36408,16.04076,14.50318,10.56024,48.70994,0.00025,49.77168,18.01365,11.33367
1525871220,3590433799317661149,1.0,11.22795,12.49478,11.31786,14.06227,13.64792,57.31027,0.01447,51.96456,72.51565,65.24985
1525605540,8630330696303481412,0.0,15.84637,11.08093,11.10037,15.33258,9.40821,50.16947,0.00818,79.47117,4.06657,40.84318
1525683840,8630330696303481305,1.0,13.02539,5.94159,9.1225,13.20158,11.82697,50.96536,0.11886,59.5641,16.50836,81.15849
1525622340,8630330696303482261,1.0,12.98683,14.29042,11.90399,11.03108,12.27128,39.11144,0.03708,63.86173,13.7788,75.8996
1525556880,8630330696303481818,1.0,14.64678,11.76993,13.44295,12.38633,12.2593,43.89052,0.01771,35.92188,33.5307,44.38219
1525965300,359043379931766403,1.0,14.95256,10.27171,20.11128,16.53307,15.01384,60.46978,3.22265,37.92981,36.34651,12.56878
1525773900,3590433799317661685,1.0,11.44834,9.24717,16.08457,16.47371,13.8598,38.92082,0.02277,44.63165,15.49262,7.58957
1525939320,3590433799317661495,1.0,9.57868,8.11134,15.69423,16.62757,13.05422,58.57905,0.01406,58.64859,97.77253,70.75356
1525882740,3590433799317661206,1.0,14.68973,14.49039,9.32324,10.84689,12.1934,55.00071,0.01585,68.54248,31.91411,34.98826
1526232360,3590433799317661792,0.0,12.60288,8.08304,13.81977,14.00564,12.50032,40.02022,0.01387,38.04446,22.82807,17.96866
1526006460,359043379931766353,1.0,13.85,13.29821,10.01673,9.26086,11.94101,76.45887,0.00361,41.36896,19.53197,55.92293
1526115900,8630330696303481263,1.0,18.47535,11.96598,12.32711,14.17452,6.79086,76.95013,0.09896,50.93097,53.73051,31.83067
1526320200,3590433799317662261,1.0,14.84515,14.14593,7.32047,10.45513,11.01693,47.9309,0.06449,60.75251,77.57994,58.24453
1526270520,8630330696303481800,1.0,13.3968,13.51438,12.39702,8.67172,10.9642,51.02025,0.0007,45.05009,59.89296,48.50567
1526246820,863033069630348289,1.0,14.95041,12.50089,10.67104,7.20414,9.47389,53.44323,0.05204,85.90293,50.54282,96.76327
1526331240,3590433799317661065,1.0,14.80992,14.47301,10.6537,12.22773,9.07997,51.06602,0.00361,48.31956,14.9903,54.10557
1526206560,359043379931766288,0.0,17.10876,6.42761,15.91017,13.27584,10.1822,43.0857,0.72331,54.80802,94.89353,31.22755
1526344080,8630330696303481305,1.0,13.09181,15.47396,13.10055,13.10047,10.13577,52.98819,0.00543,46.70525,44.05049,53.65392
1526335200,359043379931766122,1.0,13.29947,13.25502,10.55158,8.54626,9.70488,60.48708,0.0402,50.52187,86.94351,27.49405
1526135760,3590433799317662378,0.0,11.78471,9.02421,16.34737,15.20244,12.10589,42.58348,0.00018,58.44163,48.93303,55.92279
1526363040,863033069630348255,1.0,13.39379,12.66356,11.84158,13.46002,14.43602,45.87737,0.03703,45.7323,6.20982,73.78534
1526195760,3590433799317661784,1.0,13.36421,12.27219,12.44913,7.97538,8.68706,67.83267,0.00064,53.29944,56.96382,53.10748
1526198940,3590433799317661743,0.0,10.22173,8.85079,16.75015,12.34726,12.99903,64.576,0.00019,59.97306,88.71636,23.49076
1526069520,359043379931766965,0.0,15.38947,6.15249,14.68951,11.25964,11.6221,75.81197,0.00873,30.34717,96.37875,34.37822
1526195220,3590433799317661396,1.0,13.19012,11.65685,13.34855,14.69766,15.75569,61.76312,0.04299,34.03111,0.23242,60.35104
1526196540,3590433799317662048,1.0,13.61187,10.54454,19.61917,18.58012,10.72618,41.36611,0.14904,49.62821,77.79135,17.66367
1525529040,8630330696303481768,0.0,14.01547,10.78259,9.92315,11.98223,17.29082,56.35122,0.36936,46.41536,89.71915,9.65135
1525526460,8630330696303481594,0.0,11.34253,16.48059,9.10734,12.99154,13.38676,52.19334,0.00738,29.55759,58.51534,68.84175
1525664640,359043379931766445,1.0,12.75988,13.97774,8.9268,12.91732,8.88205,47.2011,0.00855,43.27071,78.94886,90.72219
1525568580,8630330696303481032,1.0,15.34362,13.46821,7.06468,13.00443,7.69894,65.40233,0.0006,39.22579,80.00711,43.81585
1526187660,3590433799317661040,1.0,15.22136,14.78107,8.95104,11.8468,10.93893,48.36371,0.00336,41.65964,61.33676,66.25371
1526297460,359043379931766650,0.0,10.11529,11.84602,14.36543,13.83716,13.1992,85.62416,0.00115,59.81564,78.33205,8.86126
1526395920,8630330696303481560,0.0,12.2455,9.33572,15.99269,13.16119,11.02447,52.83636,0.00038,59.8555,69.30596,12.37763
1525769700,3590433799317661578,0.0,14.44796,11.82195,15.71441,12.9326,10.81715,46.73803,0.17378,60.00534,39.68892,3.1451
1525722720,8630330696303482485,1.0,16.32267,12.17228,9.89795,8.08561,10.75418,43.40708,0.00083,51.23597,31.10508,87.3345
1526353200,3590433799317661248,1.0,13.80963,14.03254,8.73547,12.65601,11.82658,57.52573,0.00057,37.56904,0.62833,71.78968
1525779000,359043379931766197,0.0,10.98907,14.88743,10.55624,11.91414,10.44717,53.05421,0.00238,43.40889,82.06448,78.00512
1526297160,359043379931766783,0.0,14.24529,8.54761,14.00744,14.0191,11.09312,37.18604,0.00202,64.18299,1.59725,77.73577
1525806540,863033069630348776,0.0,11.88134,11.0556,16.89243,16.04205,12.17874,64.08692,0.76185,48.43223,41.83239,30.8433
1525726200,3590433799317662006,1.0,12.7029,8.26752,15.45926,16.99841,12.28137,56.59773,0.01495,21.99282,66.6658,89.45011
1525613760,359043379931766361,1.0,16.00153,12.67391,7.45559,7.45082,13.16121,64.05357,0.00751,66.33773,35.83046,64.24805
1525761360,359043379931766486,0.0,15.27677,8.48904,14.83103,13.88169,10.81757,59.81349,0.01132,45.67086,19.91488,55.98228
1526056440,8630330696303481743,1.0,13.75966,14.52527,6.34768,11.53723,10.19767,68.91984,0.01097,44.96711,37.39709,38.97856
1525590240,863033069630348206,1.0,15.37012,12.75003,14.90141,7.31689,9.90526,42.99776,0.00027,32.83187,91.69139,28.67138
1525876620,3590433799317661602,1.0,12.92831,15.65849,9.27299,12.09953,10.91591,35.87688,0.00485,46.32059,91.14108,86.72222
1526159640,3590433799317661347,0.0,13.53521,9.33694,11.66546,13.06114,15.60654,42.89365,0.21159,73.52909,17.74909,85.81322
1525689840,8630330696303481487,1.0,11.95133,15.37086,13.54193,12.95636,10.28693,56.9652,0.01723,49.86612,12.69461,97.77123
1526179080,8630330696303482014,1.0,8.49142,15.5987,11.66873,9.91119,12.39709,34.18708,0.00047,88.94355,15.33482,47.72314
1526110080,359043379931766999,1.0,14.38325,13.95337,11.58544,9.80711,9.57923,64.66812,0.00491,62.42241,67.06264,60.00213
1526228940,3590433799317661206,1.0,15.20517,10.38376,15.98537,14.87408,13.11525,76.60968,0.30072,52.83804,8.42307,52.52304
1525794660,8630330696303481750,0.0,13.60392,7.07592,14.08356,15.86426,15.13005,64.98616,0.30849,62.25959,85.51511,43.15997
1525661520,863033069630348404,1.0,14.96083,15.12631,8.42754,13.46641,10.74672,18.80015,0.00036,39.13696,75.03367,76.42055
1526364660,863033069630348396,1.0,13.33197,12.90455,7.74718,11.93763,12.16586,60.95503,0.92208,43.60188,90.01322,5.36762
1525741620,359043379931766585,1.0,14.22597,9.34476,17.88478,17.67842,14.79768,39.71726,0.39897,56.02966,72.85936,73.33134
1526019420,3590433799317662139,0.0,13.9342,7.52422,14.47802,12.78617,7.19458,48.29016,0.03588,67.89369,56.13842,43.40225
1525959480,3590433799317661545,1.0,11.08565,14.72239,11.47636,11.63452,10.0758,48.5991,0.03325,48.82871,72.397,54.69932
1526275860,8630330696303481784,1.0,12.45818,15.26183,10.14676,12.88907,9.11899,68.80538,0.00185,82.58533,69.14439,73.66722
1526296500,863033069630348347,0.0,13.43142,8.1332,11.3111,12.5586,8.46779,55.25955,0.19736,52.83871,46.90174,72.92239
1526299020,863033069630348651,0.0,14.18687,13.50251,13.9921,15.47319,7.16095,51.7363,0.0307,51.84417,43.76622,36.96728
1526073480,359043379931766197,1.0,12.29543,13.66084,11.66348,11.67435,5.10779,49.70111,0.00107,63.24649,35.39702,8.71761
1525582200,359043379931766999,1.0,16.91488,13.84322,9.18813,10.47972,12.05647,64.00894,0.00047,46.64308,91.47536,3.43816
1526093820,359043379931766486,0.0,13.57478,10.08894,16.41625,14.80609,11.02437,31.27187,0.00696,37.80623,8.73421,51.21004
1525678500,359043379931766627,1.0,13.72037,14.30094,10.58721,11.20415,9.85992,51.22529,0.00743,40.74822,66.87574,75.86614
1525754520,3590433799317661818,1.0,13.12312,10.7774,11.36064,13.685,13.79956,33.41734,0.03859,50.39879,22.65107,82.9764
1526098500,3590433799317661230,0.0,11.24636,11.35974,12.36599,14.39817,10.79825,58.89453,0.00462,54.55321,26.68571,12.1039
1526164320,3590433799317661685,1.0,14.59939,8.5684,12.48971,14.12905,15.49273,45.47194,0.2039,64.26588,7.77301,88.32779
1525696860,3590433799317661651,1.0,14.52746,9.32126,17.30998,15.7825,15.21795,62.36055,0.44534,51.64516,39.58001,95.61946
1525925400,359043379931766601,1.0,14.1627,11.25229,14.70845,14.91339,14.77988,52.3222,0.51444,43.92299,24.39221,49.96827
1526388660,863033069630348784,1.0,12.04471,12.99053,11.49017,7.47073,10.28733,39.12914,0.00316,54.47768,92.58128,94.88591
1525574580,359043379931766627,1.0,14.7689,15.18605,9.61612,10.19563,10.91276,43.64888,0.00421,42.24938,46.57576,82.25895
1526327400,863033069630348446,1.0,13.85031,12.09781,9.89304,12.26506,17.21889,37.66211,0.04011,66.886,52.55356,39.42299
1526065200,8630330696303481503,0.0,15.87613,8.54477,16.306,16.4158,8.77879,74.63297,0.02187,75.50541,82.93557,8.43748
1526240100,863033069630348834,0.0,19.52824,14.97659,13.6248,15.05017,4.46446,33.41957,0.07291,64.34967,79.97952,12.16009
1525655160,863033069630348388,1.0,10.80128,14.26868,12.80774,9.55556,10.86981,50.91381,0.01097,44.46587,58.84519,67.34481
1526101920,3590433799317661610,0.0,13.46023,9.75153,13.48364,12.60235,11.40171,36.87879,0.00076,53.5497,98.00317,13.52621
1525774860,3590433799317661966,1.0,13.10103,13.44119,10.85355,10.07544,7.47338,20.38362,0.00049,54.87546,35.11002,29.86501
1526185620,3590433799317661305,0.0,15.36262,9.01964,14.69623,12.81435,10.70594,43.55975,0.67205,78.90638,21.61665,85.15177
1526080980,3590433799317662014,1.0,13.48237,14.42574,12.74138,12.10642,11.82789,61.08194,0.00224,39.91146,21.19568,10.79496
1526176620,359043379931766213,1.0,15.2041,13.42018,12.98228,8.50457,9.71324,45.59199,0.00146,69.71177,73.41662,17.49706
1526186700,3590433799317661933,0.0,13.15718,12.17664,9.01968,15.22402,12.28235,42.53419,0.01524,55.68725,78.6528,73.47199
1526360040,3590433799317662410,1.0,15.26092,14.33209,9.69255,14.07002,7.04782,69.7961,0.00047,55.19878,69.19189,83.58544
1525549140,863033069630348313,0.0,15.89011,13.07848,10.53612,15.06587,8.67668,46.76376,0.00327,66.73889,92.99846,67.58134
1526262300,359043379931766817,0.0,13.99729,11.02377,12.20311,11.82569,9.11113,72.63476,0.70782,53.24244,69.06221,62.9152
1526253720,359043379931766015,1.0,13.12012,13.97529,9.63747,8.53231,11.67113,59.66338,0.01343,46.06004,75.38975,2.18749
1525795560,8630330696303481834,1.0,13.48063,12.82453,8.75589,9.37027,9.80645,49.37327,0.00054,43.50412,17.72796,40.20752
1525589220,8630330696303481487,0.0,16.55057,8.48126,13.95626,15.63078,8.15848,53.29935,0.00464,39.51752,35.63184,97.04248
1525522320,8630330696303482436,1.0,9.50317,10.04356,11.92857,13.96153,12.26836,59.94148,0.0041,37.50256,48.24179,14.42053
1526311740,8630330696303482063,1.0,12.66708,15.14438,12.64132,11.9704,11.62062,36.79428,0.0061,55.80782,34.5921,3.73892
1525580220,8630330696303482410,1.0,14.13804,10.93276,14.43769,14.63093,13.82595,49.94412,0.13026,40.36793,0.8055,39.62047
1525691940,3590433799317662493,0.0,12.05343,11.7917,13.44193,12.79897,10.10192,63.39792,0.00019,34.74256,71.29824,61.38831
1525984440,863033069630348438,0.0,15.27973,7.2642,14.97413,13.33125,10.58166,57.58154,0.02992,74.08665,94.7938,61.69077
1525645080,8630330696303481198,0.0,15.11798,8.7085,15.82428,14.46969,7.91354,39.94372,0.0025,32.57806,51.33265,73.99856
1525936440,3590433799317662287,1.0,12.82784,10.60116,14.08636,13.87136,11.60736,44.72745,0.05699,59.25675,53.71476,30.1139
1526345880,8630330696303481313,1.0,14.72414,14.75367,9.49689,9.99764,10.99338,49.2667,0.00432,40.10902,29.32177,21.02592
1526179740,3590433799317661172,1.0,13.06888,12.33367,10.45034,11.784,5.98311,59.1079,0.00111,78.20454,72.51696,48.71081
1525975800,863033069630348750,0.0,14.57622,6.94807,12.20159,12.51555,10.36274,57.10949,0.00013,48.82055,32.77637,0.41091
1525814460,3590433799317661131,1.0,14.16567,11.47707,11.09302,12.31742,12.75029,25.47173,0.07459,77.56461,63.10814,8.7959
1525850400,8630330696303481628,0.0,14.15271,11.11034,16.55629,13.10521,9.31002,79.05441,0.00415,54.39218,59.84467,80.41094
1525525320,863033069630348966,1.0,16.05327,14.61589,7.3289,11.80112,9.73728,70.98254,0.00401,71.79317,71.55131,80.2047
1526306160,8630330696303482428,1.0,10.60167,10.32205,9.19771,12.94355,12.52054,37.72046,0.00893,53.33777,75.68827,2.51417
1526331060,3590433799317661172,1.0,11.55705,11.78558,11.90537,13.18638,11.30701,66.61034,0.00818,44.27625,99.35086,29.58807
1525634640,359043379931766932,0.0,19.15632,14.35087,11.99103,9.76124,9.20919,56.60425,0.00023,62.25974,67.57796,86.24198
1526362320,8630330696303481073,0.0,15.64298,10.4316,14.16671,16.09823,6.44698,62.14007,1.36017,51.03024,96.8276,5.64743
1525939440,8630330696303481016,1.0,12.23174,12.2156,13.663,12.54606,9.92676,61.27055,0.00494,57.13105,66.99049,75.97153
1525648980,8630330696303481685,1.0,12.8983,9.4814,13.88407,15.05326,15.50113,56.45601,0.24965,45.4931,83.13751,11.11028
1526279340,3590433799317661297,1.0,13.66659,12.42241,9.92066,7.85504,10.6242,62.70952,0.0008,49.78602,74.87334,56.51639
1525584900,359043379931766650,0.0,14.63466,10.00088,14.9827,15.03682,12.31978,46.88817,0.01397,51.23626,69.07666,57.89175
1526336340,863033069630348545,1.0,15.587,14.38131,10.22468,9.01997,10.52202,47.01047,0.00661,53.80539,6.63573,44.39742
1525634580,3590433799317662477,0.0,19.57333,10.07023,14.47632,12.74231,9.58898,44.10121,0.05539,80.00137,3.90179,3.48635
1526032020,3590433799317661578,0.0,14.26692,11.98662,11.66486,16.34444,8.58169,47.00006,0.01558,49.75777,27.11267,19.46015
1526030280,863033069630348222,1.0,11.78242,13.47542,7.48565,10.18115,10.81591,36.26412,0.01461,17.41965,90.57815,42.06099
1526243400,3590433799317661180,1.0,9.89766,13.65089,11.35036,12.84573,11.56531,62.10252,0.28841,70.96338,25.16945,3.60748
1526133300,863033069630348008,1.0,12.24024,13.28196,10.7909,7.60091,11.4228,41.92171,0.00187,54.98648,18.87112,16.65244
1526187300,359043379931766858,1.0,15.45907,13.2166,9.47642,9.39233,10.62677,19.78416,0.00166,62.83285,17.13074,29.97699
1525781460,3590433799317661784,1.0,15.44859,10.90647,14.9993,14.16335,16.55519,52.99154,0.54958,30.93198,68.66391,32.86834
1525573620,8630330696303482402,1.0,11.08067,11.45062,18.11941,17.27141,10.85698,69.23576,0.01206,76.86364,44.72383,3.29114
1525733820,8630330696303482360,1.0,12.6752,9.39176,14.13947,13.14173,14.28582,39.53479,0.04331,67.18379,41.44328,91.25575
1525708260,863033069630348842,1.0,17.1072,12.2433,12.24736,8.10117,10.19214,55.24458,0.00037,30.4196,27.30014,25.56106
1525983120,8630330696303482402,0.0,13.81565,8.50049,12.70602,12.26966,8.94994,42.45566,0.0492,45.74072,97.45246,80.43818
1525731000,863033069630348776,1.0,11.82144,11.39471,16.51821,16.00233,16.27155,35.29544,0.00948,29.09004,93.95423,8.50274
1525684200,863033069630348420,1.0,16.21396,14.10298,10.87748,9.59775,10.48334,54.46878,0.00539,52.74497,58.81514,75.52532
1525822980,3590433799317661313,0.0,14.92415,12.17684,11.94795,12.96068,11.78377,74.93424,0.01248,37.70255,45.52509,84.15091
1526284620,3590433799317662329,0.0,15.47001,12.60813,12.63998,13.1634,11.49304,34.31478,0.00651,64.39802,48.08796,25.98349
1526385240,8630330696303481172,1.0,11.39558,9.17922,10.10749,13.51562,18.55766,54.02357,0.08018,60.07545,97.3956,62.48512
1526117100,359043379931766726,1.0,16.45467,13.12754,10.45106,8.89132,10.02163,56.03361,0.00106,49.95294,10.3926,51.70017
1525939620,8630330696303482436,1.0,16.3473,12.71699,9.50357,5.70166,13.57301,40.11452,0.00108,31.64436,84.25312,32.47948
1526089800,359043379931766932,0.0,12.23155,8.33294,14.12657,13.66347,9.80214,41.57124,0.06693,58.31454,18.19207,46.21176
1525802160,8630330696303481560,0.0,10.42239,9.15599,11.47741,13.09726,14.05177,30.75736,0.01637,64.07653,25.48491,10.57558
1525976700,3590433799317661305,1.0,11.37466,11.87849,13.66136,15.11452,13.97436,40.28678,0.02449,47.84575,15.6327,39.19374
1526374080,8630330696303481909,0.0,15.01496,12.91692,11.90265,9.07292,11.25715,59.87468,0.00116,28.12668,9.56555,87.68703
1525933140,359043379931766767,1.0,15.39407,11.97105,17.33057,14.28621,15.29426,58.75913,2.08113,28.53577,74.39373,77.88984
1525550820,863033069630348230,1.0,11.049,12.45854,12.25905,13.63488,13.70819,49.76437,0.00744,62.42055,51.4388,83.28388
1526303640,3590433799317662451,1.0,14.55268,14.55108,11.72437,10.40908,12.4298,26.5666,0.01593,44.65612,76.35082,12.32629
1525728060,3590433799317661248,0.0,16.24587,9.83333,16.459,15.84878,11.27971,62.40528,0.01539,51.09715,48.80486,55.41335
1525631880,863033069630348412,1.0,13.53059,11.25846,10.87504,12.53137,14.88924,31.94893,0.05163,51.32063,79.55436,7.13118
1526375340,3590433799317662378,1.0,11.75081,9.37672,12.9226,15.29893,13.42726,42.79514,0.10266,52.21639,95.17191,32.70324
1525691760,359043379931766098,1.0,13.61145,8.6048,12.34848,12.35686,13.87717,85.69303,0.02714,31.82596,48.49033,14.42835
1526201820,359043379931766536,0.0,15.21562,7.47684,16.13537,14.48559,10.64455,45.40966,0.00293,68.38157,3.71014,29.80943
1525973520,8630330696303481834,0.0,13.62256,9.53003,15.36919,14.56211,8.86418,64.943,4.3031,51.63044,46.52762,33.31773
1526267280,3590433799317661388,0.0,14.31236,12.12992,9.91609,10.42412,8.07923,48.80983,0.00145,52.25066,72.77377,53.5798
1526396640,3590433799317661149,1.0,11.92578,10.68069,15.80696,17.1395,16.41336,52.21381,0.26365,56.8195,29.55138,45.81753
1525816020,3590433799317661057,0.0,16.05427,8.18953,14.46778,14.0889,9.62742,13.35576,0.00661,35.91453,27.02661,93.01271
1525760820,863033069630348974,0.0,11.1893,14.56174,8.53666,15.38647,9.06313,45.07567,0.00219,66.58474,8.69404,21.08871
1526293980,863033069630348248,0.0,13.23264,10.86535,11.5614,10.98824,11.84268,51.24589,0.6387,39.17736,18.29694,84.95348
1525863180,863033069630348479,0.0,15.81775,11.52092,15.65786,12.97047,11.80106,44.98618,0.04133,68.23462,45.16142,77.93925
1526285640,359043379931766239,0.0,10.08277,12.16217,14.2819,13.07261,13.02998,62.31124,0.0022,68.47598,94.97341,39.13118
1526281860,3590433799317661479,0.0,17.36722,11.22745,17.61568,13.28983,13.09765,21.75053,0.00384,63.57865,83.21485,86.13868
1526021940,8630330696303481396,0.0,18.01402,12.13585,17.18874,13.48312,9.62782,78.90388,0.00063,67.64708,32.75116,1.71409
1526285100,863033069630348644,1.0,14.59449,8.47103,12.80854,13.64684,14.17702,57.11005,0.24523,63.88964,47.7954,77.88754
1526131920,3590433799317662287,0.0,15.54664,9.63423,11.3333,14.2688,10.852,71.94383,0.01968,45.93146,61.05169,66.48922
1526158320,3590433799317661982,0.0,12.34649,13.27101,10.1808,17.78769,9.24149,43.4466,0.0021,33.36463,54.07209,57.0238
1526028420,3590433799317662469,0.0,12.74039,12.17351,13.17467,14.93542,10.69055,71.91984,0.10546,72.39632,54.16085,20.84768
1526298960,3590433799317661891,1.0,13.35713,12.0178,12.29294,6.61288,7.72364,68.90915,0.00026,47.95101,91.25204,49.91217
1525841520,3590433799317661065,1.0,17.32128,6.87783,10.77018,11.88952,15.85658,55.55898,0.49135,47.99379,29.07401,57.30285
1526176740,863033069630348198,0.0,13.12502,10.45396,14.49996,14.94506,9.15371,80.28562,0.00637,46.63797,4.18484,29.22111
1525665000,8630330696303482188,1.0,16.52149,15.16445,7.85341,8.94306,13.21254,36.38199,0.15939,68.07244,74.7316,38.02422
1525822500,359043379931766486,0.0,12.29028,6.00835,18.42768,12.75998,11.93144,43.9079,0.01557,52.37293,54.62306,25.32134
1525650000,8630330696303481909,0.0,15.29051,12.58545,14.24931,16.16611,7.61608,72.24715,0.00664,63.08094,19.91173,37.59463
1525547220,863033069630348164,0.0,16.31822,8.7314,15.24019,15.03888,15.85892,37.61179,0.36618,44.33504,76.7281,49.28045
